Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled Cerritos,Current Quantity Cerritos,New Quantity Cerritos,Stock Alert Enabled Cerritos,Stock Alert Count Cerritos,Price Cerritos,Enabled Mission Viejo,Current Quantity Mission Viejo,New Quantity Mission Viejo,Stock Alert Enabled Mission Viejo,Stock Alert Count Mission Viejo,Price Mission Viejo,Enabled Storage,Current Quantity Storage,New Quantity Storage,Stock Alert Enabled Storage,Stock Alert Count Storage,Price Storage,Enabled Westminster,Current Quantity Westminster,New Quantity Westminster,Stock Alert Enabled Westminster,Stock Alert Count Westminster,Price Westminster,Modifier Set - Additional Personalization (If Above Limited),Modifier Set - Personalization,Tax - Sales Tax (7.75%)
QKSCJEL6TVRCF257UM7R5KNX,FAMILY SERIES - PEOPLE IN WREATH FAMILY OF 5 (OR2905-5),,,659839739942,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Family of 5",Ornament > Family of 5,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,-7,,,,,Y,3,,,,,Y,12,,,,,Y,0,,,,,Y,Y,Y
MEOFBEDAQ4RBVVVWJ6USOZBK,FAMILY SERIES - PETEY PENGUIN FAMILY - 2 (RM1206-2),Regular,,845583034055,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 2 (Couples),Ornament > Family of 2 (Couples),,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,1,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
4FYOQ2IYWT4MFUZUCDKNFN3V,FAMILY SERIES - PETEY PENGUIN FAMILY - 3 (RM1206-3),Regular,,845583034062,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 3,Ornament > Family of 3,,,,,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,,,,,Y,-6,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
AUCXPEC5ZZQMWMXNJFYK6ZQF,FAMILY SERIES - PETEY PENGUIN FAMILY - 5 (RM1206-5),Regular,,845583034086,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
S2EPUAGEW4DOYEREYRT2YZVF,FAMILY SERIES - PETEY PENGUIN FAMILY OF 4 (RM1206-4),Regular,,845583034079,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Family of 4",Ornament > Family of 4,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,N,,,Y,4,,,,,Y,2,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
EYTCHDPKPKBRWG7BPTIDI3KW,FAMILY SERIES - POLAR BEAR FAMILY OF 3 (OR1760-3),Regular,,659839711993,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 3,Ornament > Family of 3,,,,,unavailable,Physical good,,,,Y,,Y,Y,19.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
CACVNJEWCRU22NPVORIFWB6E,FAMILY SERIES - POLAR BEAR FAMILY OF 4 (OR1760-4),Regular,,659839712006,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 4,Ornament > Family of 4,,,,,unavailable,Physical good,,,,Y,,Y,Y,19.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
HQXMJOTO5DNSQX6K5NXZO2U2,FAMILY SERIES - POLAR BEAR FAMILY OF 5 (OR1760-5),Regular,,659839712013,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,unavailable,Physical good,,,,Y,,Y,Y,19.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
5TCMRAUYN2Z5TZBZP4NDV35E,FAMILY SERIES - POLAR BEAR FAMILY OF 7 (OR1760-7),Regular,,659839712037,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 7,Ornament > Family of 7,,,,,unavailable,Physical good,,,,Y,,Y,Y,20.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
YKZVJUJZYVBRQUULJZV2UH3X,FAMILY SERIES - POLAR BEAR FAMILY OF 8 (OR1760-8),Regular,,659839712044,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 8,Ornament > Family of 8,,,,,unavailable,Physical good,,,,Y,,Y,Y,21.99,,Y,,N,,N,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
7PIE3QVXOMFGRPY2OE5DHIYB,FAMILY SERIES - POLAR BEAR WREATH FAMILY - 2 (RM520-2),Regular,,845583023479,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 2 (Couples),Ornament > Family of 2 (Couples),,,,,visible,Physical good,,,,Y,,Y,Y,18.99,,N,,,,,,,Y,0,,,,,Y,-2,,,,,Y,,,,,,Y,0,,,,,N,Y,Y
MLNQTZSAMYKQRIXLTUJ7IYJT,FAMILY SERIES - POLAR BEAR WREATH FAMILY - 3 (RM520-3),Regular,,845583004614,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 3,Ornament > Family of 3,,,,,visible,Physical good,0.219,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,-1,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
CTWBMM2MQNQFDEDGHL7KXWUR,FAMILY SERIES - POLAR BEAR WREATH FAMILY - 4 (RM520-4),Regular,,845583004621,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 4,Ornament > Family of 4,,,,,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,-1,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
RUQ3GFBLN34ZQPFO5INCWT3A,FAMILY SERIES - POLAR BEAR WREATH FAMILY - 5 (RM520-5),Regular,,845583004638,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
PC5GKHODKIJS5TQFS7MVE43G,FAMILY SERIES - POLAR BEAR WREATH FAMILY - 6 (RM520-6),Regular,,845583004645,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 6,Ornament > Family of 6,,,,,visible,Physical good,,,,Y,,Y,Y,20.99,,N,,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
7OSXYV6JAZU6UBK4AL3ZRN72,FAMILY SERIES - POLAR BEARS IN CAR FAMILY OF 3 (OR2909-3),,,659839740115,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament, Ornament > Family of 3",Ornament > Family of 3,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,1,,,,,Y,1,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
B7IUIF5RTX5SBLWJ4SVFPV3Y,FAMILY SERIES - POLAR BEARS IN CAR FAMILY OF 4 (OR2909-4),,,659839740122,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Family of 4, Ornament",Ornament > Family of 4,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,-1,,,,,Y,-5,,,,,Y,12,,,,,Y,0,,,,,Y,Y,Y
IXKBKVBFDJXXISW7D43TRWYZ,FAMILY SERIES - POLAR BEARS IN CAR FAMILY OF 5 (OR2909-5),,,659839740139,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Family of 5, Ornament",Ornament > Family of 5,,,,,visible,Physical good,0.5,,,Y,,Y,Y,19.99,,N,,,,N,,,Y,2,,,,,Y,2,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
XQPWQFULLFWG6J4IGNAIBYGK,FAMILY SERIES - POLAR BEARS IN CAR FAMILY OF 6 (OR2909-6),,,659839740146,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!","Ornament > Family of 6, Ornament",Ornament > Family of 6,,,,,visible,Physical good,0.5,,,Y,,Y,Y,20.99,,N,,,,N,,,Y,1,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y,Y
RE5U7HSOIRUIBMWJFFWVL4Q3,FAMILY SERIES - READING IN BED FAMILY OF 3 (OR2025-3),Regular,,659839723071,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 3,Ornament > Family of 3,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,2,,,,,Y,-13,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
B6SC74KT62OZFLCSP7NO5I5Q,FAMILY SERIES - READING IN BED FAMILY OF 4 (OR2025-4),Regular,,659839723088,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 4,Ornament > Family of 4,,,,,visible,Physical good,0.5,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,-9,,,,,Y,10,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
NCJQWTT5ABVCXKFPUUOCKY5L,FAMILY SERIES - READING IN BED FAMILY OF 5 (OR2025-5),Regular,,659839723095,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 5,Ornament > Family of 5,,,,,visible,Physical good,,,,Y,N,Y,Y,19.99,,N,,,,,,,Y,4,,,,,Y,5,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
FBSNXO36YHOKWANOH4MNDBKU,FAMILY SERIES - READING IN BED FAMILY OF 6 (OR2025-6),Regular,,659839723101,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 6,Ornament > Family of 6,,,,,visible,Physical good,,,,Y,N,Y,Y,20.99,,N,,,,,,,Y,7,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
EWYPYZ2LGF5G7DGXNZYNNPUL,FAMILY SERIES - RED & GREEN MITTEN FAMILY OF 3 (OR1570-3),Regular,,659839701512,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 3,Ornament > Family of 3,,,,,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,,,,,Y,1,,,,,Y,-1,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
JHS3AYCL5KUHAG6WTBATNP4S,FAMILY SERIES - RED & GREEN MITTEN FAMILY OF 8 (OR1570-8),Regular,,659839701567,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 8,Ornament > Family of 8,,,,,visible,Physical good,,,,Y,N,Y,Y,21.99,,N,,,,,,,Y,1,,,,,Y,9,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
HLI6STDEZDLFAUUWKR3SCZL7,FAMILY SERIES - RED + GREEN HEAD ON HEARTS FAMILY OF 6 (OR1601-6),Regular,,659839703479,"This festive and thoughtful ornament is perfect for adding to any tree! Each ornament is personalized for free with names, years, and sometimes additional writing. Please specify precisely where you’d like each name to go. Otherwise our talented artists always use their best judgement to make your ornament special. The ornaments are personalized with permanent ink by hand.
[Disclaimer] It is your responsibility to ensure the spelling you give us is correct. Double check all spelling because if an issue occurs, we will not be able to replace it. If you’d like to forgo personalization, just write “No Personalization” in the box.
Please also note, the color scheme, design, and all that you see in the first image for the ornament cannot be altered. They come pre made that way.
Orders with confusing or unclear instructions may be delayed until we are able to reconnect with you to verify the desired personalization. If we cannot reach you in a timely manner, we will send the ornament with our best judgement or without personalization and we will not refund for this case either.
Thank you!",Ornament > Family of 6,Ornament > Family of 6,,,,,visible,Physical good,,,,Y,,Y,Y,20.99,,N,,,,,,,Y,0,,,,,Y,3,,,,,Y,,,,,,Y,0,,,,,Y,Y,Y
