Store Name,Store ID,Order ID,Dining Mode,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-8.16,0,0,-8.16,9/28/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Spend,-0.5,0,0,-0.5,9/28/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,0.5,0,0,0.5,9/28/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad Credits,8.16,0,0,8.16,9/28/20
Trattoria Contadina ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,11.88,0,0,11.88,10/5/20
Trattoria Contadina ,,#A1778,Delivery - Partner Using Uber App,Completed,9/1/20,2:02 PM,21.98,1.79,23.77,0,0,0,0,0,0,0,0,23.77,-6.59,0,0,0,,0,0,0,17.18,9/8/20
Trattoria Contadina ,,#859CD,Delivery - Partner Using Uber App,Completed,9/1/20,7:18 PM,24.97,2.03,27,0,0,0,0,0,0,0,0,27,-7.49,0,0,0,,0,0,0,19.51,9/8/20
Trattoria Contadina ,,#FC8A4,Delivery - Partner Using Uber App,Completed,9/1/20,7:32 PM,34.7,2.73,37.43,0,0,0,0,0,0,0,0,37.43,-10.41,0,0,0,,0,0,0,27.02,9/8/20
Trattoria Contadina ,,#4D049,Delivery - Partner Using Uber App,Completed,9/2/20,7:38 PM,42.71,3.43,46.14,0,0,0,0,0,0,0,0,46.14,-12.81,0,0,0,,0,0,0,33.33,9/8/20
Trattoria Contadina ,,#4FE51,Delivery - Partner Using Uber App,Completed,9/3/20,4:50 PM,32.96,2.68,35.64,0,0,0,0,0,0,0,0,35.64,-9.89,0,0,0,,0,0,0,25.75,9/8/20
Trattoria Contadina ,,#9B9BE,Delivery - Partner Using Uber App,Completed,9/3/20,8:16 PM,32.72,2.61,35.33,0,0,0,0,0,0,0,0,35.33,-9.82,0,0,0,,0,0,0,25.51,9/8/20
Trattoria Contadina ,,#F6509,Delivery - Partner Using Uber App,Completed,9/3/20,9:13 PM,26.72,2.17,28.89,0,0,0,0,0,0,0,0,28.89,-8.02,0,0,0,,0,0,0,20.87,9/8/20
Trattoria Contadina ,,#B4786,Delivery - Partner Using Uber App,Completed,9/4/20,6:17 PM,25.72,2.07,27.79,0,0,0,0,0,0,0,0,27.79,-7.72,0,0,0,,0,0,0,20.07,9/8/20
Trattoria Contadina ,,#34E8F,Delivery - Partner Using Uber App,Completed,9/4/20,7:36 PM,25.72,2.07,27.79,0,0,0,0,0,0,0,0,27.79,-7.72,0,0,0,,0,0,0,20.07,9/8/20
Trattoria Contadina ,,#D56C9,Delivery - Partner Using Uber App,Completed,9/4/20,10:09 PM,43.46,3.53,46.99,0,0,0,0,0,0,0,0,46.99,-13.04,0,0,0,,0,0,0,33.95,9/8/20
Trattoria Contadina ,,#D2DE3,Delivery - Partner Using Uber App,Completed,9/5/20,5:59 PM,17.98,1.46,19.44,0,0,0,0,0,0,0,0,19.44,-5.39,0,0,0,,0,0,0,14.05,9/8/20
Trattoria Contadina ,,#DBAC9,Pickup,Completed,9/5/20,7:18 PM,20.72,1.64,22.36,0,0,0,0,0,0,0,0,22.36,0,0,0,0,,0,0,0,22.36,9/8/20
Trattoria Contadina ,,#B208F,Delivery - Partner Using Uber App,Completed,9/5/20,7:38 PM,25.97,2.11,28.08,0,0,0,0,0,0,0,0,28.08,-7.79,0,0,0,,0,0,0,20.29,9/8/20
Trattoria Contadina ,,#C912B,Pickup,Completed,9/5/20,8:40 PM,30.97,2.49,33.46,0,0,0,0,0,0,0,0,33.46,0,0,0,0,,0,0,0,33.46,9/8/20
Trattoria Contadina ,,#B7634,Delivery - Partner Using Uber App,Completed,9/5/20,9:17 PM,44.16,3.49,47.65,0,0,0,0,0,0,0,0,47.65,-13.25,0,0,0,,0,0,0,34.4,9/8/20
Trattoria Contadina ,,#8F3E6,Delivery - Partner Using Uber App,Completed,9/6/20,5:00 PM,22.98,1.83,24.81,0,0,0,0,0,0,0,0,24.81,-6.89,0,0,0,,0,0,0,17.92,9/8/20
Trattoria Contadina ,,#614B5,Delivery - Partner Using Uber App,Completed,9/6/20,7:50 PM,61.89,4.88,66.77,0,0,0,0,0,0,0,0,66.77,-18.57,0,0,0,,0,0,0,48.2,9/8/20
Trattoria Contadina ,,#C1B2B,Delivery - Partner Using Uber App,Completed,9/6/20,9:58 PM,21.97,1.79,23.76,0,0,0,0,0,0,0,0,23.76,-6.59,0,0,0,,0,0,0,17.17,9/8/20
Trattoria Contadina ,,#F9896,Delivery - Partner Using Uber App,Completed,9/6/20,10:28 PM,27.97,2.25,30.22,0,0,0,0,0,0,0,0,30.22,-8.39,0,0,0,,0,0,0,21.83,9/8/20
Trattoria Contadina ,,#B64AF,Delivery - Partner Using Uber App,Completed,9/7/20,2:57 PM,16.98,1.36,18.34,0,0,0,0,0,0,0,0,18.34,-5.09,0,0,0,,0,0,0,13.25,9/14/20
Trattoria Contadina ,,#5EB6F,Delivery - Partner Using Uber App,Completed,9/7/20,3:41 PM,23.97,1.93,25.9,0,0,0,0,0,0,0,0,25.9,-7.19,0,0,0,,0,0,0,18.71,9/14/20
Trattoria Contadina ,,#47456,Delivery - Partner Using Uber App,Completed,9/7/20,4:56 PM,23.71,1.88,25.59,0,0,0,0,0,0,0,0,25.59,-7.11,0,0,0,,0,0,0,18.48,9/14/20
Trattoria Contadina ,,#A8B17,Delivery - Partner Using Uber App,Completed,9/7/20,6:51 PM,24.97,2,26.97,0,0,0,0,0,0,0,0,26.97,-7.49,0,0,0,,0,0,0,19.48,9/14/20
Trattoria Contadina ,,#82260,Delivery - Partner Using Uber App,Completed,9/7/20,7:36 PM,11.99,0.97,12.96,0,0,0,0,0,0,0,0,12.96,-3.6,0,0,0,,0,0,0,9.36,9/14/20
Trattoria Contadina ,,#5479D,Delivery - Partner Using Uber App,Completed,9/7/20,8:00 PM,18.47,1.5,19.97,0,0,0,0,0,0,0,0,19.97,-5.54,0,0,0,,0,0,0,14.43,9/14/20
Trattoria Contadina ,,#5479D,,Refund,9/7/20,8:00 PM,-10.99,-0.89,-11.88,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-11.88,9/14/20
Trattoria Contadina ,,#94F7B,Delivery - Partner Using Uber App,Completed,9/9/20,11:57 AM,19.97,1.62,21.59,0,0,0,0,0,0,0,0,21.59,-5.99,0,0,0,,0,0,0,15.6,9/14/20
Trattoria Contadina ,,#CCCD9,Delivery - Partner Using Uber App,Completed,9/9/20,6:49 PM,28.96,2.33,31.29,0,0,0,0,0,0,0,0,31.29,-8.69,0,0,0,,0,0,0,22.6,9/14/20
Trattoria Contadina ,,#B3FEC,Delivery - Partner Using Uber App,Completed,9/9/20,8:23 PM,11.99,0.97,12.96,0,0,0,0,0,0,0,0,12.96,-3.6,0,0,0,,0,0,0,9.36,9/14/20
Trattoria Contadina ,,#BD09D,Delivery - Partner Using Uber App,Completed,9/10/20,11:35 AM,36.46,2.96,39.42,0,0,0,0,0,0,0,0,39.42,-10.94,0,0,0,,0,0,0,28.48,9/14/20
Trattoria Contadina ,,#3B5E7,Delivery - Partner Using Uber App,Completed,9/10/20,2:35 PM,14.98,1.22,16.2,0,0,0,0,0,0,0,0,16.2,-4.49,0,0,0,,0,0,0,11.71,9/14/20
Trattoria Contadina ,,#24E00,Delivery - Partner Using Uber App,Completed,9/10/20,8:12 PM,21.72,1.76,23.48,0,0,0,0,0,0,0,0,23.48,-6.52,0,0,0,,0,0,0,16.96,9/14/20
Trattoria Contadina ,,#0F064,Delivery - Partner Using Uber App,Completed,9/10/20,9:14 PM,34.7,2.78,37.48,0,0,0,0,0,0,0,0,37.48,-10.41,0,0,0,,0,0,0,27.07,9/14/20
Trattoria Contadina ,,#0F064,,Refund,9/10/20,9:14 PM,-10.99,-0.89,-11.88,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-11.88,9/14/20
Trattoria Contadina ,,#E7B9D,Delivery - Partner Using Uber App,Completed,9/10/20,9:37 PM,12.99,1.06,14.05,0,0,0,0,0,0,0,0,14.05,-3.9,0,0,0,,0,0,0,10.15,9/14/20
Trattoria Contadina ,,#084E5,Delivery - Partner Using Uber App,Completed,9/10/20,9:47 PM,22.97,1.83,24.8,0,0,0,0,0,0,0,0,24.8,-6.89,0,0,0,,0,0,0,17.91,9/14/20
Trattoria Contadina ,,#A72FA,Delivery - Partner Using Uber App,Completed,9/11/20,1:18 PM,24.22,1.93,26.15,0,0,0,0,0,0,0,0,26.15,-7.27,0,0,0,,0,0,0,18.88,9/14/20
Trattoria Contadina ,,#7CC16,Delivery - Partner Using Uber App,Completed,9/12/20,4:48 PM,12.74,1.04,13.78,0,0,0,0,0,0,0,0,13.78,-3.82,0,0,0,,0,0,0,9.96,9/14/20
Trattoria Contadina ,,#6F23B,Delivery - Partner Using Uber App,Completed,9/12/20,8:54 PM,31.71,2.55,34.26,0,0,0,0,0,0,0,0,34.26,-9.51,0,0,0,,0,0,0,24.75,9/14/20
Trattoria Contadina ,,#A4AF5,Delivery - Partner Using Uber App,Completed,9/12/20,9:01 PM,29.69,2.31,32,0,0,0,0,0,0,0,0,32,-8.91,0,0,0,,0,0,0,23.09,9/14/20
Trattoria Contadina ,,#5FDBF,Delivery - Partner Using Uber App,Completed,9/13/20,1:51 PM,36.42,2.83,39.25,0,0,0,0,0,0,0,0,39.25,-10.93,0,0,0,,0,0,0,28.32,9/14/20
Trattoria Contadina ,,#12EAF,Delivery - Partner Using Uber App,Completed,9/13/20,2:13 PM,28.47,2.29,30.76,0,0,0,0,0,0,0,0,30.76,-8.54,0,0,0,,0,0,0,22.22,9/14/20
Trattoria Contadina ,,#B4456,Delivery - Partner Using Uber App,Completed,9/13/20,10:09 PM,15.98,1.3,17.28,0,0,0,0,0,0,0,0,17.28,-4.79,0,0,0,,0,0,0,12.49,9/14/20
Trattoria Contadina ,,#CBD52,Delivery - Partner Using Uber App,Completed,9/14/20,11:52 AM,49.94,3.92,53.86,0,0,0,0,0,0,0,0,53.86,-14.98,0,0,0,,0,0,0,38.88,9/21/20
Trattoria Contadina ,,#9B688,Delivery - Partner Using Uber App,Completed,9/14/20,5:20 PM,16.73,1.34,18.07,0,0,0,0,0,0,0,0,18.07,-5.02,0,0,0,,0,0,0,13.05,9/21/20
Trattoria Contadina ,,#36A82,Delivery - Partner Using Uber App,Completed,9/14/20,9:47 PM,30.72,2.46,33.18,0,0,0,0,0,0,0,0,33.18,-9.22,0,0,0,,0,0,0,23.96,9/21/20
Trattoria Contadina ,,#605FA,Delivery - Partner Using Uber App,Completed,9/15/20,12:57 PM,20.98,1.7,22.68,0,0,0,0,0,0,0,0,22.68,-6.29,0,0,0,,0,0,0,16.39,9/21/20
Trattoria Contadina ,,#070EC,Delivery - Partner Using Uber App,Completed,9/15/20,8:38 PM,15.98,1.3,17.28,0,0,0,0,0,0,0,0,17.28,-4.79,0,0,0,,0,0,0,12.49,9/21/20
Trattoria Contadina ,,#E507F,Delivery - Partner Using Uber App,Completed,9/17/20,5:51 PM,87.15,7.03,94.18,0,0,0,0,0,0,0,0,94.18,-26.15,0,0,0,,0,0,0,68.03,9/21/20
Trattoria Contadina ,,#B8407,Delivery - Partner Using Uber App,Completed,9/17/20,7:56 PM,21.97,1.79,23.76,0,0,0,0,0,0,0,0,23.76,-6.59,0,0,0,,0,0,0,17.17,9/21/20
Trattoria Contadina ,,#0AC76,Delivery - Partner Using Uber App,Completed,9/18/20,7:18 PM,33.67,2.74,36.41,0,0,0,0,0,0,0,0,36.41,-10.1,0,0,0,,0,0,0,26.31,9/21/20
Trattoria Contadina ,,#BDFB9,Delivery - Partner Using Uber App,Completed,9/19/20,6:44 PM,37.46,3.04,40.5,0,0,0,0,0,0,0,0,40.5,-11.24,0,0,0,,0,0,0,29.26,9/21/20
Trattoria Contadina ,,#83C4F,Delivery - Partner Using Uber App,Completed,9/19/20,9:15 PM,51.95,4.2,56.15,0,0,0,0,0,0,0,0,56.15,-15.59,0,0,0,,0,0,0,40.56,9/21/20
Trattoria Contadina ,,#8FF00,Delivery - Partner Using Uber App,Completed,9/21/20,6:30 PM,20.98,1.7,22.68,0,0,0,0,0,0,0,0,22.68,-6.29,0,0,0,,0,0,0,16.39,9/28/20
Trattoria Contadina ,,#18DDC,Delivery - Partner Using Uber App,Completed,9/21/20,8:23 PM,26.97,2.15,29.12,0,0,0,0,0,0,0,0,29.12,-8.09,0,0,0,,0,0,0,21.03,9/28/20
Trattoria Contadina ,,#B7700,Delivery - Partner Using Uber App,Completed,9/22/20,12:50 PM,50.39,4,54.39,0,0,0,0,0,0,0,0,54.39,-15.12,0,0,0,,0,0,0,39.27,9/28/20
Trattoria Contadina ,,#8E086,Delivery - Partner Using Uber App,Completed,9/22/20,2:08 PM,32.97,2.68,35.65,0,0,0,0,0,0,0,0,35.65,-9.89,0,0,0,,0,0,0,25.76,9/28/20
Trattoria Contadina ,,#5150D,Delivery - Partner Using Uber App,Completed,9/22/20,8:04 PM,49.41,3.87,53.28,0,0,0,0,0,0,0,0,53.28,-14.82,0,0,0,,0,0,0,38.46,9/28/20
Trattoria Contadina ,,#24C5E,Delivery - Partner Using Uber App,Completed,9/23/20,12:15 PM,16.98,1.36,18.34,0,0,0,0,0,0,0,0,18.34,-5.09,0,0,0,,0,0,0,13.25,9/28/20
Trattoria Contadina ,,#D6A12,Delivery - Partner Using Uber App,Completed,9/24/20,5:29 PM,15.98,1.28,17.26,0,0,0,0,0,0,0,0,17.26,-4.79,0,0,0,,0,0,0,12.47,9/28/20
Trattoria Contadina ,,#DB51B,Delivery - Partner Using Uber App,Completed,9/24/20,5:50 PM,25.97,2.09,28.06,0,0,0,0,0,0,0,0,28.06,-7.79,0,0,0,,0,0,0,20.27,9/28/20
Trattoria Contadina ,,#29B14,Delivery - Partner Using Uber App,Completed,9/25/20,1:39 PM,27.97,2.25,30.22,0,0,0,0,0,0,0,0,30.22,-8.39,0,0,0,,0,0,0,21.83,9/28/20
Trattoria Contadina ,,#EA9FA,Delivery - Partner Using Uber App,Completed,9/25/20,5:38 PM,32.96,2.66,35.62,0,0,0,0,0,0,0,0,35.62,-9.89,0,0,0,,0,0,0,25.73,9/28/20
Trattoria Contadina ,,#DA2F5,Delivery - Partner Using Uber App,Completed,9/25/20,6:38 PM,50.18,3.95,54.13,0,0,0,0,0,0,0,0,54.13,-15.05,0,0,0,,0,0,0,39.08,9/28/20
Trattoria Contadina ,,#B83EB,Delivery - Partner Using Uber App,Completed,9/25/20,8:32 PM,11.74,0.95,12.69,0,0,0,0,0,0,0,0,12.69,-3.52,0,0,0,,0,0,0,9.17,9/28/20
Trattoria Contadina ,,#47D58,Delivery - Partner Using Uber App,Completed,9/26/20,7:27 PM,32.96,2.66,35.62,0,0,0,0,0,0,0,0,35.62,-9.89,0,0,0,,0,0,0,25.73,9/28/20
Trattoria Contadina ,,#47D58,,Refund,9/26/20,7:27 PM,-10.99,-0.89,-11.88,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,-11.88,10/5/20
Trattoria Contadina ,,#01544,Delivery - Partner Using Uber App,Completed,9/26/20,7:34 PM,29.2,2.26,31.46,0,0,0,0,0,0,0,0,31.46,-8.76,0,0,0,,0,0,0,22.7,9/28/20
Trattoria Contadina ,,#F2F20,Delivery - Partner Using Uber App,Completed,9/26/20,7:43 PM,31.43,2.55,33.98,0,0,0,0,0,0,0,0,33.98,-9.43,0,0,0,,0,0,0,24.55,9/28/20
Trattoria Contadina ,,#E992C,Delivery - Partner Using Uber App,Completed,9/28/20,7:11 PM,21.97,1.76,23.73,0,0,0,0,0,0,0,0,23.73,-6.59,0,0,0,,0,0,0,17.14,10/5/20
Trattoria Contadina ,,#05724,Delivery - Partner Using Uber App,Completed,9/29/20,6:25 PM,32.97,2.68,35.65,0,0,0,0,0,0,0,0,35.65,-9.89,0,0,0,,0,0,0,25.76,10/5/20
Trattoria Contadina ,,#BD969,Delivery - Partner Using Uber App,Completed,9/30/20,1:37 PM,36.96,2.95,39.91,0,0,0,0,0,0,0,0,39.91,-11.09,0,0,0,,0,0,0,28.82,10/5/20
Trattoria Contadina ,,#E29EF,Delivery - Partner Using Uber App,Completed,9/30/20,5:34 PM,28.7,2.24,30.94,0,0,0,0,0,0,0,0,30.94,-8.61,0,0,0,,0,0,0,22.33,10/5/20
Trattoria Contadina ,,#0555C,Delivery - Partner Using Uber App,Completed,9/30/20,6:16 PM,56.94,4.61,61.55,0,0,0,0,0,0,0,0,61.55,-17.08,0,0,0,,0,0,0,44.47,10/5/20
Trattoria Contadina ,,#2D108,Delivery - Partner Using Uber App,Completed,9/30/20,6:19 PM,47.93,3.82,51.75,0,0,0,0,0,0,0,0,51.75,-14.38,0,0,0,,0,0,0,37.37,10/5/20
