Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Staff tip,Commission,Payment processing fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Marketing fees (for historical reference only) | (all discounts and fees),Marketing fee tax (for historical reference only) | (taxes on any applicable marketing fees),Ad fee (for historical reference only),Ad fee tax (for historical reference only),Error charges,Adjustments,Adjustments (for historical reference only),Net total,Net total (for historical reference only),Subtotal for tax,Subtotal tax remitted by DoorDash to tax authorities,DoorDash funded subtotal discount amount | (for historical reference only),Merchant funded subtotal discount amount | (for historical reference only),Payout ID,Payout status
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-07,USD,Marketplace,2218.47,122.63,0.00,-300.94,0.00,-103.57,-179.62,-71.37,0.00,71.37,0.00,-199.42,0.00,-83.77,0.00,0.00,0.00,0.00,1756.97,1756.97,2043.80,0.00,180.43,179.62,496686221,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-04,USD,Marketplace,459.52,24.44,0.00,-60.16,0.00,-63.35,-53.14,-15.81,0.00,15.81,0.00,-60.07,0.00,-56.42,0.00,0.00,0.00,0.00,307.31,307.31,407.37,0.00,46.32,63.14,495753741,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-03,USD,Marketplace,669.55,35.44,0.00,-87.88,0.00,-47.02,-81.29,-33.81,0.00,33.81,0.00,-92.18,0.00,-36.13,0.00,0.00,0.00,0.00,488.80,488.80,590.24,0.00,97.93,81.29,495733284,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-02,USD,Marketplace,824.57,44.96,0.00,-110.74,0.00,-8.91,-77.68,-28.17,0.00,28.17,0.00,-86.59,0.00,0.00,0.00,-2.09,0.00,0.00,670.11,670.11,748.87,0.00,78.04,77.68,495114855,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-01,USD,Marketplace,436.41,23.24,1.61,-54.23,0.00,-34.47,-49.22,-10.22,0.00,10.22,0.00,-55.16,0.00,-28.53,0.00,0.00,0.00,0.00,323.34,323.34,387.19,0.00,36.21,49.22,495097481,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-07-01,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.98,37.98,37.98,37.98,0.00,0.00,0.00,0.00,495097481,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-30,USD,Marketplace,1250.54,66.16,0.00,-163.14,0.00,-108.15,-151.16,-35.99,0.00,35.99,0.00,-168.98,0.00,-90.33,0.00,-13.69,0.00,0.00,880.56,880.56,1102.35,0.00,86.86,191.16,494913026,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-27,USD,Marketplace,369.69,20.15,4.66,-42.99,0.00,-12.58,-35.02,-6.00,0.00,6.00,0.00,-37.00,0.00,-10.60,0.00,0.00,0.00,0.00,303.91,303.91,335.66,0.00,14.00,35.02,493993587,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-26,USD,Marketplace,976.48,53.67,3.00,-133.10,0.00,-67.49,-82.15,-13.43,0.00,13.43,0.00,-91.06,0.00,-58.58,0.00,0.00,0.00,0.00,750.41,750.41,894.33,0.00,52.10,92.15,493944871,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-25,USD,Marketplace,911.86,50.59,0.00,-126.46,0.00,-36.21,-69.77,-18.31,0.00,18.31,0.00,-77.69,0.00,-28.29,0.00,0.00,0.00,0.00,730.01,730.01,843.08,0.00,57.40,69.77,493397013,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-24,USD,Marketplace,614.54,33.57,0.00,-82.07,0.00,-16.40,-56.02,-30.04,0.00,30.04,0.00,-61.96,0.00,-10.46,0.00,0.00,1.79,1.79,495.41,495.41,559.51,0.00,64.11,56.02,493349605,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-23,USD,Marketplace,1762.21,97.73,0.00,-244.31,0.00,-102.28,-137.87,-27.05,0.00,27.05,0.00,-158.66,0.00,-81.49,0.00,-8.40,0.00,0.00,1367.08,1367.08,1628.30,0.00,108.34,137.87,493149628,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-20,USD,Marketplace,844.21,46.72,0.00,-115.59,0.00,-69.73,-66.41,-14.96,0.00,14.96,0.00,-76.31,0.00,-59.83,0.00,0.00,0.00,0.00,639.20,639.20,778.79,0.00,58.74,66.41,492256078,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-19,USD,Marketplace,883.43,48.97,2.20,-119.56,0.00,-33.49,-68.47,-18.82,0.00,18.82,0.00,-80.35,0.00,-21.61,0.00,-0.52,0.00,0.00,712.56,712.56,815.95,0.00,80.02,68.47,492198107,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-18,USD,Marketplace,1206.36,66.25,0.00,-164.07,0.00,-72.00,-102.56,-15.66,0.00,15.66,0.00,-113.45,0.00,-61.11,0.00,0.00,0.00,0.00,933.98,933.98,1103.80,0.00,72.15,102.56,491589783,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-17,USD,Marketplace,796.95,44.02,0.00,-110.01,0.00,-51.83,-63.58,-23.40,0.00,23.40,0.00,-71.50,0.00,-43.91,0.00,0.00,0.00,0.00,615.55,615.55,733.37,0.00,53.97,63.58,491541482,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-16,USD,Marketplace,1185.69,63.11,2.15,-147.32,0.00,-51.25,-135.35,-2.00,0.00,2.00,0.00,-150.20,0.00,-36.40,0.00,-1.79,0.00,0.00,915.24,915.24,1051.33,0.00,2.00,135.35,491407083,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-13,USD,Marketplace,527.19,29.39,0.00,-73.48,0.00,-18.43,-38.34,-13.00,0.00,13.00,0.00,-43.29,0.00,-13.48,0.00,0.00,0.00,0.00,426.33,426.33,489.84,0.00,20.00,38.34,490512641,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-12,USD,Marketplace,679.02,36.52,3.00,-86.34,0.00,-54.62,-71.55,-13.00,0.00,13.00,0.00,-83.43,0.00,-42.74,0.00,-4.82,0.00,0.00,501.21,501.21,608.46,0.00,13.00,71.55,490437030,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-11,USD,Marketplace,570.62,31.29,0.00,-78.17,0.00,-30.53,-52.47,-12.00,0.00,12.00,0.00,-54.45,0.00,-28.55,0.00,-34.91,0.00,0.00,405.83,405.83,521.12,0.00,12.00,52.47,489879629,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-10,USD,Marketplace,796.43,44.71,0.00,-111.72,0.00,-29.51,-53.55,-7.00,0.00,7.00,0.00,-57.51,0.00,-25.55,0.00,0.00,0.00,0.00,646.36,646.36,744.86,0.00,7.00,53.55,489813128,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-09,USD,Marketplace,1329.88,72.13,9.16,-173.03,0.00,-35.82,-128.89,-18.80,0.00,18.80,0.00,-144.73,0.00,-19.98,0.00,-3.16,0.00,0.00,1070.27,1070.27,1201.98,0.00,58.05,128.89,489599437,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-06-06,USD,Marketplace,493.29,26.79,0.00,-66.97,0.00,-17.95,-46.97,0.00,0.00,0.00,0.00,-55.88,0.00,-9.04,0.00,0.00,0.00,0.00,388.19,388.19,446.32,0.00,0.00,46.97,488714947,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-03-24,USD,Marketplace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.83,0.00,0.00,0.00,0.00,8.83,8.83,0.00,0.00,0.00,0.00,470638333,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-03-07,USD,Marketplace,389.93,22.20,0.00,-53.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.98,0.00,0.00,0.00,0.00,12.14,12.14,348.55,348.55,369.93,0.00,9.00,21.98,466344198,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-03-06,USD,Marketplace,681.03,37.38,21.38,-79.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-67.76,0.00,-48.27,0.00,0.00,0.00,0.00,543.77,543.77,623.17,0.00,8.00,60.83,466298901,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-03-05,USD,Marketplace,1247.33,69.68,5.00,-164.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-93.29,0.00,-15.87,0.00,-9.47,0.00,0.00,1039.21,1039.21,1160.97,0.00,13.00,88.34,465728522,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-03-04,USD,Marketplace,1078.52,59.55,0.00,-145.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-93.04,0.00,-17.89,0.00,-3.99,0.00,0.00,877.25,877.25,992.41,0.00,13.00,89.08,465668635,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-03-03,USD,Marketplace,1699.21,91.64,13.15,-218.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-184.99,0.00,-63.55,0.00,-2.37,0.00,0.00,1335.08,1335.08,1527.09,0.00,12.00,175.09,465507069,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-28,USD,Marketplace,569.53,31.87,0.00,-77.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-43.35,0.00,-7.14,0.00,0.00,46.50,46.50,520.32,520.32,531.13,0.00,13.00,41.37,464604712,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-27,USD,Marketplace,741.57,40.73,0.00,-99.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.87,0.00,-28.10,0.00,0.00,0.00,0.00,585.65,585.65,678.64,0.00,20.15,64.91,464591817,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-26,USD,Marketplace,718.07,39.70,0.00,-99.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-63.53,0.00,-15.33,0.00,0.00,0.00,0.00,579.68,579.68,661.47,0.00,17.00,59.57,464027620,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-25,USD,Marketplace,1141.25,62.18,0.00,-151.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-113.27,0.00,-48.62,0.00,-35.99,0.00,0.00,854.50,854.50,1035.90,0.00,14.00,107.33,463999975,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-24,USD,Marketplace,1719.86,95.36,10.33,-227.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-147.97,0.00,-91.01,0.00,-10.51,0.00,0.00,1348.98,1348.98,1588.72,0.00,32.00,138.07,463799506,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-21,USD,Marketplace,617.18,34.44,0.00,-82.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.03,0.00,-20.88,0.00,0.00,30.55,30.55,526.36,526.36,574.06,0.00,16.00,47.08,462964588,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-20,USD,Marketplace,1138.00,63.47,0.00,-157.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-91.90,0.00,-26.35,0.00,0.00,0.00,0.00,925.36,925.36,1057.98,0.00,30.00,84.97,462909934,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-19,USD,Marketplace,890.13,48.79,0.00,-116.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-82.00,0.00,-42.90,0.00,-25.27,0.00,0.00,671.81,671.81,813.08,0.00,6.00,78.04,462356345,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-18,USD,Marketplace,1252.30,68.13,0.00,-158.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-126.08,0.00,-35.09,0.00,0.00,0.00,0.00,1001.01,1001.01,1135.13,0.00,12.89,118.16,462285706,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-17,USD,Marketplace,2053.09,114.96,12.47,-278.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-160.52,0.00,-60.23,0.00,-5.28,0.00,0.00,1675.91,1675.91,1915.34,0.00,37.00,144.68,462129595,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-14,USD,Marketplace,362.12,19.66,0.00,-44.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-38.70,0.00,0.00,0.00,0.00,0.00,0.00,298.89,298.89,327.38,0.00,6.00,35.73,461259806,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-13,USD,Marketplace,1831.39,100.17,0.00,-240.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-178.95,0.00,-62.00,0.00,0.00,0.00,0.00,1450.27,1450.27,1669.27,0.00,56.57,164.10,461218604,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-12,USD,Marketplace,951.16,52.33,0.00,-117.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.15,0.00,-22.72,0.00,0.00,0.00,0.00,778.92,778.92,871.96,0.00,23.00,82.17,460683240,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-11,USD,Marketplace,945.59,51.49,6.20,-124.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-98.10,0.00,-28.79,0.00,0.00,0.00,0.00,752.03,752.03,858.38,0.00,17.00,90.18,460644530,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-10,USD,Marketplace,1756.60,96.52,6.13,-229.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-167.23,0.00,-31.76,0.00,0.00,0.00,0.00,1430.95,1430.95,1608.18,0.00,19.00,151.39,460429131,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-07,USD,Marketplace,194.47,10.17,0.00,-25.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.85,0.00,-13.71,0.00,0.00,0.00,0.00,138.62,138.62,169.60,0.00,7.00,25.86,459631898,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-06,USD,Marketplace,1267.93,70.09,0.00,-168.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.64,0.00,-46.99,0.00,0.00,0.00,0.00,1013.75,1013.75,1168.20,0.00,22.99,99.73,459583784,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-05,USD,Marketplace,957.12,52.33,0.00,-126.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-90.94,0.00,-3.54,0.00,0.00,48.02,48.02,836.74,836.74,872.12,0.00,7.00,85.99,459041006,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-04,USD,Marketplace,1093.75,60.78,9.19,-153.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-87.04,0.00,-38.16,0.00,0.00,0.00,0.00,884.77,884.77,1012.65,0.00,8.00,82.09,458985883,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-02-03,USD,Marketplace,1416.07,77.53,0.00,-180.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-143.14,0.00,-27.96,0.00,-3.45,0.00,0.00,1138.33,1138.33,1291.74,0.00,32.99,130.27,458791245,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-31,USD,Marketplace,678.65,37.44,12.87,-81.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.54,0.00,-10.50,0.00,0.00,0.00,0.00,577.59,577.59,624.06,0.00,2.00,55.58,457951423,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-30,USD,Marketplace,826.29,46.40,0.00,-108.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-56.12,0.00,-6.61,0.00,0.00,0.00,0.00,701.13,701.13,773.14,0.00,17.00,54.14,457914798,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-29,USD,Marketplace,1216.78,65.96,0.00,-158.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-124.35,0.00,-35.75,0.00,-41.72,0.00,0.00,922.72,922.72,1099.36,0.00,7.00,117.42,457363549,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-28,USD,Marketplace,818.89,43.81,18.12,-93.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-97.91,0.00,-14.35,0.00,0.00,0.00,0.00,675.55,675.55,729.89,0.00,7.00,90.98,457314971,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-27,USD,Marketplace,1672.58,90.12,0.00,-223.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-185.97,0.00,-67.25,0.00,-2.85,6.89,6.89,1290.07,1290.07,1501.46,0.00,4.00,172.11,457165125,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-24,USD,Marketplace,777.68,42.46,0.00,-104.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-77.34,0.00,-25.93,0.00,0.00,0.00,0.00,612.77,612.77,707.27,0.00,8.00,71.40,456320901,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-23,USD,Marketplace,630.13,35.93,0.00,-89.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.40,0.00,-6.55,0.00,-10.00,0.00,0.00,523.30,523.30,598.68,0.00,22.00,34.42,456251706,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-22,USD,Marketplace,1018.27,56.69,0.00,-134.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-83.68,0.00,-41.64,0.00,0.00,0.00,0.00,814.88,814.88,944.49,0.00,27.46,76.75,455719330,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-21,USD,Marketplace,1331.73,74.67,0.00,-178.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-101.41,0.00,-41.30,0.00,0.00,0.00,0.00,1085.12,1085.12,1244.18,0.00,22.00,92.50,455701106,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-20,USD,Marketplace,2052.92,114.10,0.00,-280.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-173.02,0.00,-86.08,0.00,0.00,0.00,0.00,1627.15,1627.15,1900.69,0.00,102.82,159.16,455519336,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-17,USD,Marketplace,500.71,27.88,0.00,-69.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.28,0.00,-8.40,0.00,-5.00,0.00,0.00,405.25,405.25,464.39,0.00,14.51,37.31,454667403,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-16,USD,Marketplace,947.10,51.16,1.98,-126.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-102.37,0.00,-25.23,0.00,-6.89,17.32,17.32,756.43,756.43,852.65,0.00,39.21,96.43,454610349,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-15,USD,Marketplace,1011.01,56.01,0.00,-133.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.77,0.00,-42.43,0.00,0.00,0.00,0.00,806.20,806.20,933.17,0.00,34.76,79.82,454062840,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-14,USD,Marketplace,931.94,50.60,2.90,-124.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-94.78,0.00,-22.42,0.00,-2.61,0.00,0.00,741.21,741.21,843.10,0.00,4.00,90.82,454038042,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-13,USD,Marketplace,1823.42,100.38,2.62,-241.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-173.73,0.00,-75.79,0.00,-14.71,0.00,0.00,1420.21,1420.21,1672.46,0.00,37.00,157.89,453867824,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-10,USD,Marketplace,483.62,26.73,1.72,-65.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-42.11,0.00,-5.26,0.00,0.00,0.00,0.00,399.33,399.33,445.47,0.00,7.00,39.14,453030335,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-09,USD,Marketplace,971.51,53.06,3.38,-129.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.47,0.00,-23.43,0.00,0.00,2.86,2.86,785.16,785.16,883.99,0.00,11.19,88.51,452956546,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-08,USD,Marketplace,1120.63,62.97,0.00,-157.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-82.31,0.00,-51.24,0.00,0.00,0.00,0.00,892.64,892.64,1049.21,0.00,18.00,74.39,452442108,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-07,USD,Marketplace,882.43,49.00,5.69,-118.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.23,0.00,-14.34,0.00,0.00,0.00,0.00,736.52,736.52,816.18,0.00,0.00,66.25,452382839,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-06,USD,Marketplace,3248.01,181.27,7.57,-435.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-251.57,0.00,-63.85,0.00,-8.68,0.00,0.00,2677.33,2677.33,3020.20,0.00,48.00,232.76,452223176,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-03,USD,Marketplace,650.13,36.14,0.00,-85.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.09,0.00,-31.02,0.00,0.00,0.00,0.00,517.85,517.85,602.00,0.00,4.00,49.12,451347465,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-02,USD,Marketplace,906.65,48.88,0.00,-124.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-99.89,0.00,-11.82,0.00,0.00,10.26,10.26,729.48,729.48,814.68,0.00,19.20,94.94,451307095,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2025-01-01,USD,Marketplace,887.80,48.76,0.00,-117.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-83.27,0.00,-60.10,0.00,0.00,0.00,0.00,675.51,675.51,812.45,0.00,0.00,75.35,450792852,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-31,USD,Marketplace,792.57,44.34,0.00,-104.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.18,0.00,-26.80,0.00,0.00,0.00,0.00,642.94,642.94,739.30,0.00,26.50,57.23,450754810,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-30,USD,Marketplace,1023.74,55.76,0.00,-136.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-103.46,0.00,-39.12,0.00,-5.00,0.00,0.00,795.50,795.50,929.19,0.00,9.17,95.54,450586682,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-27,USD,Marketplace,969.95,51.87,0.00,-118.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-114.60,0.00,-24.92,0.00,0.00,0.00,0.00,763.71,763.71,864.26,0.00,0.00,105.69,449775080,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-26,USD,Marketplace,1038.92,57.32,0.00,-137.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-91.61,0.00,-40.11,0.00,0.00,0.00,0.00,826.58,826.58,955.23,0.00,25.20,85.67,449700397,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-25,USD,Marketplace,942.84,52.66,0.00,-131.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-75.48,0.00,-27.91,0.00,-10.26,44.56,44.56,794.80,794.80,877.26,0.00,7.00,67.56,449171059,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-24,USD,Marketplace,1330.27,72.58,0.00,-168.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-133.16,0.00,-35.73,0.00,0.00,0.00,0.00,1065.17,1065.17,1209.98,0.00,15.00,123.26,449134553,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-23,USD,Marketplace,2197.64,121.59,10.99,-289.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-189.60,0.00,-41.64,0.00,-44.56,0.00,0.00,1764.60,1764.60,2025.86,0.00,51.00,178.71,448240114,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-20,USD,Marketplace,543.14,28.46,0.00,-68.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.85,0.00,-14.94,0.00,0.00,0.00,0.00,415.58,415.58,474.25,0.00,5.00,68.89,448114610,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-19,USD,Marketplace,859.03,47.56,0.00,-115.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-79.50,0.00,-53.55,0.00,0.00,0.00,0.00,657.77,657.77,792.40,0.00,36.89,70.59,448067984,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-18,USD,Marketplace,1674.77,94.05,5.00,-202.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-118.34,0.00,-15.75,0.00,0.00,0.00,0.00,1436.94,1436.94,1567.32,0.00,56.76,110.42,447545155,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-12-17,USD,Marketplace,1316.81,72.16,0.00,-180.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-123.03,0.00,-12.89,0.00,0.00,0.00,0.00,1072.65,1072.65,1202.69,0.00,30.00,119.07,447502573,PAID
