"Delivery Date","Order #",Location,"Food Total",Period,"Check Date"
12/30/2020,1104255,"Aroma Pizza & Pasta",56.69,2021-2,01/22/2021
12/22/2020,1103111,"Aroma Pizza & Pasta",349.95,2021-1,01/08/2021
12/21/2020,1102386,"Ameci - Lake Forest",87.92,2021-1,01/08/2021
12/18/2020,1095469,"Aroma Pizza & Pasta",195.50,2021-1,01/08/2021
12/17/2020,1096244,"Aroma Pizza & Pasta",147.50,2021-1,01/08/2021
12/11/2020,1088067,"Aroma Pizza & Pasta",119.90,2020-26,12/25/2020
12/11/2020,1088094,"Aroma Pizza & Pasta",119.90,2020-26,12/25/2020
12/10/2020,1090182,"Ameci - Lake Forest",16.98,2020-26,12/25/2020
12/10/2020,1090880,"Ameci - Lake Forest",18.24,2020-26,12/25/2020
12/10/2020,1091469,"Ameci - Lake Forest",17.99,2020-26,12/25/2020
12/10/2020,1091572,"Ameci - Lake Forest",19.99,2020-26,12/25/2020
12/10/2020,1091869,"Ameci - Lake Forest",14.74,2020-26,12/25/2020
12/10/2020,1091884,"Ameci - Lake Forest",18.24,2020-26,12/25/2020
12/10/2020,1091893,"Ameci - Lake Forest",17.99,2020-26,12/25/2020
12/10/2020,1090752,"Aroma Pizza & Pasta",21.95,2020-26,12/25/2020
12/10/2020,1091881,"Aroma Pizza & Pasta",21.95,2020-26,12/25/2020
12/08/2020,1090263,"Aroma Pizza & Pasta",53.92,2020-26,12/25/2020
12/07/2020,1090196,"Aroma Pizza & Pasta",122.10,2020-26,12/25/2020
12/04/2020,1083107,"Ameci - Lake Forest",95.90,2020-26,12/25/2020
11/25/2020,1076434,"Aroma Pizza & Pasta",77.65,2020-25,12/11/2020
11/24/2020,1082033,"Aroma Pizza & Pasta",109.82,2020-25,12/11/2020
11/17/2020,1075511,"Aroma Pizza & Pasta",194.50,2020-25,12/11/2020
11/13/2020,1067359,"Ameci - Lake Forest",14.74,2020-24,11/27/2020
11/13/2020,1067413,"Ameci - Lake Forest",17.99,2020-24,11/27/2020
11/11/2020,1067077,"Ameci - Lake Forest",108.80,2020-24,11/27/2020
11/11/2020,1069172,"Aroma Pizza & Pasta",306.89,2020-24,11/27/2020
11/11/2020,1069421,"Aroma Pizza & Pasta",117.04,2020-24,11/27/2020
11/04/2020,1062246,"Ameci - Lake Forest",183.47,2020-24,11/27/2020
10/30/2020,1057970,"Ameci - Lake Forest",180.47,2020-23,11/13/2020
10/14/2020,1052379,"Aroma Pizza & Pasta",204.54,2020-22,10/30/2020
10/08/2020,1048941,"Ameci - Lake Forest",663.28,2020-22,10/30/2020
09/10/2020,1023530,"Ameci - Lake Forest",25.24,2020-20,10/02/2020
09/10/2020,1023876,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1023909,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1024040,"Ameci - Lake Forest",14.74,2020-20,10/02/2020
09/10/2020,1024055,"Ameci - Lake Forest",12.99,2020-20,10/02/2020
09/10/2020,1024293,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1024546,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1024571,"Ameci - Lake Forest",14.74,2020-20,10/02/2020
09/10/2020,1024580,"Ameci - Lake Forest",14.74,2020-20,10/02/2020
09/10/2020,1024601,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1024907,"Ameci - Lake Forest",14.74,2020-20,10/02/2020
09/10/2020,1025090,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1025154,"Ameci - Lake Forest",14.74,2020-20,10/02/2020
09/10/2020,1025165,"Ameci - Lake Forest",14.74,2020-20,10/02/2020
09/10/2020,1025166,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1025496,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1024065,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1029933,"Ameci - Lake Forest",18.24,2020-20,10/02/2020
09/10/2020,1029969,"Ameci - Lake Forest",17.99,2020-20,10/02/2020
09/10/2020,1030601,"Aroma Pizza & Pasta",15.98,2020-20,10/02/2020
08/12/2020,1018111,"Aroma Pizza & Pasta",152.84,2020-18,09/04/2020
07/31/2020,1015890,"Aroma Pizza & Pasta",473.49,2020-17,08/21/2020
07/31/2020,1015888,"Aroma Pizza & Pasta",299.68,2020-17,08/21/2020
06/12/2020,997918,"Aroma Pizza & Pasta",107.91,2020-13,06/26/2020
04/27/2020,987570,"Aroma Pizza & Pasta",199.97,2020-10,05/15/2020
04/08/2020,983225,"Aroma Pizza & Pasta",294.74,2020-9,05/01/2020
03/09/2020,970468,"Aroma Pizza & Pasta",86.13,2020-7,04/03/2020
03/06/2020,972424,"Ameci - Lake Forest",290.86,2020-6,03/20/2020
02/19/2020,959133,"Ameci - Lake Forest",175.97,2020-5,03/06/2020
02/19/2020,958014,"Aroma Pizza & Pasta",154.99,2020-5,03/06/2020
02/03/2020,944635,"Aroma Pizza & Pasta",284.99,2020-4,02/21/2020
01/31/2020,943520,"Aroma Pizza & Pasta",401.59,2020-4,02/21/2020
01/30/2020,943158,"Aroma Pizza & Pasta",398.35,2020-4,02/21/2020
01/30/2020,943344,"Ameci - Lake Forest",347.92,2020-4,02/21/2020
01/27/2020,939693,"Ameci - Lake Forest",319.87,2020-4,02/21/2020
01/23/2020,932170,"Ameci - Lake Forest",263.95,2020-3,02/07/2020
01/23/2020,933955,"Aroma Pizza & Pasta",444.92,2020-3,02/07/2020
01/22/2020,935311,"Aroma Pizza & Pasta",259.99,2020-3,02/07/2020
01/22/2020,937064,"Aroma Pizza & Pasta",76.41,2020-3,02/07/2020
01/21/2020,934899,"Ameci - Lake Forest",159.97,2020-3,02/07/2020
01/17/2020,931388,"Ameci - Lake Forest",83.21,2020-3,02/07/2020
01/17/2020,933516,"Ameci - Lake Forest",20.00,2020-3,02/07/2020
01/14/2020,928771,"Aroma Pizza & Pasta",422.34,2020-3,02/07/2020
01/09/2020,928042,"Ameci - Lake Forest",409.95,2020-2,01/24/2020
01/09/2020,927409,"Ameci - Lake Forest",218.51,2020-2,01/24/2020
01/08/2020,927013,"Ameci - Lake Forest",94.90,2020-2,01/24/2020
01/02/2020,923531,"Ameci - Lake Forest",214.98,2020-2,01/24/2020
