order_id,platform,provider,order_datetime,order_type,payment_type,subtotal,tax,tax_withheld,tip,delivery_fee,total,processing_fee,commission_fee,adjustments,marketing_fee,misc_fee,payout,expected_payout,customer_name,company_name,phone,email,address,address_formatted,lat,lng,restaurant_name,items,item_count,errors,notes
CMV9D,NEXTBITE,AMECI,2022-09-19T00:00:00,pickup,credit,28.00,0.00,2.20,0.00,0.00,28.00,0.00,0.00,0.00,0.00,,15.40,28.00,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.00 | platform=whitelabel
#8334F,NEXTBITE,AMECI,2022-09-24T00:00:00,pickup,credit,34.48,0.00,2.67,0.00,0.00,34.48,0.00,-15.51,0.00,0.00,,27.46,18.97,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#B73A1,NEXTBITE,AMECI,2022-09-26T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-8.55,0.00,0.00,,13.93,5.44,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats | collapsed_records=2
#404B8,NEXTBITE,AMECI,2022-09-30T00:00:00,pickup,credit,32.48,0.00,2.52,0.00,0.00,32.48,0.00,-14.62,0.00,0.00,,26.36,17.86,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#096EB,NEXTBITE,AMECI,2022-10-01T00:00:00,pickup,credit,41.97,0.00,3.25,0.00,0.00,41.97,0.00,-18.89,0.00,0.00,,23.08,23.08,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
O-303620286492973,NEXTBITE,AMECI,2022-10-02T00:00:00,pickup,credit,30.98,2.40,0.00,0.00,0.00,33.38,0.00,-13.94,0.00,0.00,,19.85,19.44,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub
O-477820294897418,NEXTBITE,AMECI,2022-10-03T00:00:00,pickup,credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,,-19.68,-0.01,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,tax_tax_withheld_needs_review | payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | collapsed_records=2
O-994220288857448,NEXTBITE,AMECI,2022-10-03T00:00:00,pickup,credit,41.48,3.21,0.00,0.00,0.00,44.69,0.00,-18.67,-5.00,0.00,,28.44,21.02,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-5.00 | platform=grubhub | collapsed_records=2
O-285520327988121,NEXTBITE,AMECI,2022-10-07T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,10.50,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub
#37470,NEXTBITE,AMECI,2022-10-10T00:00:00,pickup,credit,32.98,0.00,2.17,0.00,0.00,32.98,0.00,-14.84,-5.39,0.00,,18.14,12.75,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | adjustment=-5.39 | platform=postmates
#E7163,NEXTBITE,AMECI,2022-10-11T00:00:00,pickup,credit,23.99,0.00,1.86,0.00,0.00,23.99,0.00,-10.80,0.00,0.00,,13.19,13.19,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-305920384333321,NEXTBITE,AMECI,2022-10-12T00:00:00,pickup,credit,45.97,3.56,0.00,0.00,0.00,49.53,0.00,-20.69,-45.97,0.00,,33.72,-17.13,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-45.97 | platform=grubhub | collapsed_records=3
474fafc2,NEXTBITE,AMECI,2022-10-17T00:00:00,pickup,credit,17.99,1.39,0.00,0.00,0.00,19.38,0.00,-8.10,0.00,0.00,,9.89,11.28,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.39
af473ad7,NEXTBITE,AMECI,2022-10-17T00:00:00,pickup,credit,18.99,1.47,0.00,0.00,0.00,20.46,0.00,-8.54,0.00,0.00,,10.45,11.92,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.47
#06CA3,NEXTBITE,AMECI,2022-10-18T00:00:00,pickup,credit,48.98,0.00,3.80,0.00,0.00,48.98,0.00,-22.04,0.00,0.00,,26.94,26.94,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
O-426920445950091,NEXTBITE,AMECI,2022-10-19T00:00:00,pickup,credit,25.99,2.01,0.00,0.00,0.00,28.00,0.00,-11.70,0.00,0.00,,14.29,16.30,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=2.01
#A502C,NEXTBITE,AMECI,2022-10-19T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,15.39,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#25B2D,NEXTBITE,AMECI,2022-10-21T00:00:00,pickup,credit,17.98,0.00,1.39,0.00,0.00,17.98,0.00,-8.09,0.00,0.00,,9.89,9.89,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
O-667320551943350,NEXTBITE,AMECI,2022-10-29T00:00:00,pickup,credit,21.99,1.70,0.00,0.00,0.00,23.69,0.00,-9.90,-6.50,0.00,,12.09,7.29,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-6.50 | platform=grubhub | collapsed_records=2
O-023420566814620,NEXTBITE,AMECI,2022-10-30T00:00:00,pickup,credit,32.98,2.56,0.00,0.00,0.00,35.54,0.00,-14.83,0.00,0.00,,18.15,20.71,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=2.56
O-696020604818039,NEXTBITE,AMECI,2022-11-03T00:00:00,pickup,credit,20.49,1.59,0.00,0.00,0.00,22.08,0.00,-9.22,-6.50,0.00,,11.27,6.36,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | adjustment=-6.50 | platform=grubhub | collapsed_records=2
#227DF,NEXTBITE,AMECI,2022-11-03T00:00:00,pickup,credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.55,0.00,0.00,,-4.56,-17.55,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,tax_tax_withheld_needs_review | payout_expected_mismatch,commission_rate=0.24 | platform=ubereats | collapsed_records=2
#4D283,NEXTBITE,AMECI,2022-11-04T00:00:00,pickup,credit,40.98,0.00,3.18,0.00,0.00,40.98,0.00,-18.44,0.00,0.00,,35.54,22.54,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
O-187020623902522,NEXTBITE,AMECI,2022-11-05T00:00:00,pickup,credit,35.98,2.79,0.00,0.00,0.00,38.77,0.00,-16.19,0.00,0.00,,19.79,22.58,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=2.79
fcdc8aa5,NEXTBITE,AMECI,2022-11-05T00:00:00,pickup,credit,13.99,1.08,0.00,0.00,0.00,15.07,0.00,-6.30,0.00,0.00,,7.69,8.77,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.08
#85784,NEXTBITE,AMECI,2022-11-05T00:00:00,pickup,credit,83.98,0.00,6.51,0.00,0.00,83.98,0.00,-37.79,0.00,0.00,,59.19,46.19,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#36B9A,NEXTBITE,AMECI,2022-11-09T00:00:00,pickup,credit,20.98,0.00,1.39,0.00,0.00,20.98,0.00,-9.44,0.00,0.00,,11.54,11.54,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates
b022e38a,NEXTBITE,AMECI,2022-11-13T00:00:00,pickup,credit,16.99,1.32,0.00,0.00,0.00,18.31,0.00,-7.64,0.00,0.00,,9.35,10.67,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.32
#663C4,NEXTBITE,AMECI,2022-11-17T00:00:00,pickup,credit,48.98,0.00,3.80,0.00,0.00,48.98,0.00,-23.84,0.00,0.00,,29.14,25.14,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats | collapsed_records=2
51ff14f8,NEXTBITE,AMECI,2022-11-19T00:00:00,pickup,credit,16.99,1.32,0.00,0.00,0.00,18.31,0.00,-7.65,0.00,0.00,,9.34,10.66,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.32
b41d0d91,NEXTBITE,AMECI,2022-12-01T00:00:00,pickup,credit,27.98,2.17,0.00,0.00,0.00,30.15,0.00,-12.59,0.00,0.00,,15.39,17.56,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=2.17
#DBEEA,NEXTBITE,AMECI,2022-12-01T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,16.89,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
0250cd75,NEXTBITE,AMECI,2022-12-02T00:00:00,pickup,credit,36.49,2.83,0.00,0.00,0.00,39.32,0.00,-16.42,0.00,0.00,,20.07,22.90,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=2.83
#CD88D,NEXTBITE,AMECI,2022-12-07T00:00:00,pickup,credit,13.99,0.00,1.09,0.00,0.00,13.99,0.00,-8.99,0.00,0.00,,6.50,5.00,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats | collapsed_records=2
#08672,NEXTBITE,AMECI,2022-12-11T00:00:00,pickup,credit,39.99,0.00,3.10,0.00,0.00,39.99,0.00,-17.99,0.00,0.00,,23.49,22.00,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#663CC,NEXTBITE,AMECI,2022-12-13T00:00:00,pickup,credit,23.97,0.00,1.86,0.00,0.00,23.97,0.00,-10.79,0.00,0.00,,14.68,13.18,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
2234f64c,NEXTBITE,AMECI,2022-12-24T00:00:00,pickup,credit,20.49,1.59,0.00,0.00,0.00,22.08,0.00,-9.22,0.00,0.00,,11.27,12.86,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=1.59
#C7A4E,NEXTBITE,AMECI,2023-01-01T00:00:00,pickup,credit,42.99,0.00,3.33,0.00,0.00,42.99,0.00,-19.35,0.00,0.00,,25.31,23.64,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#6481D,NEXTBITE,AMECI,2023-01-06T00:00:00,pickup,credit,67.98,0.00,5.27,0.00,0.00,67.98,0.00,-30.59,0.00,0.00,,39.06,37.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#B2648,NEXTBITE,AMECI,2023-01-08T00:00:00,pickup,credit,35.98,0.00,2.79,0.00,0.00,35.98,0.00,-16.19,0.00,0.00,,21.45,19.79,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.24 | platform=ubereats
#20C8B__UBEREATS_20230115,NEXTBITE,AMECI,2023-01-09T00:00:00,pickup,credit,-5.00,0.00,-0.39,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,,-5.00,-5.00,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.00 | platform=ubereats | original_order_id=#20C8B
#20C8B__POSTMATES_20230115,NEXTBITE,AMECI,2023-01-09T00:00:00,pickup,credit,32.98,0.00,2.56,0.00,0.00,32.98,0.00,-14.84,0.00,0.00,,18.14,18.14,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=postmates | original_order_id=#20C8B
717d8f1b,NEXTBITE,AMECI,2023-01-11T00:00:00,pickup,credit,71.97,5.58,0.00,0.00,0.00,77.55,0.00,-32.38,0.00,0.00,,39.59,45.17,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=5.58
a0813231,NEXTBITE,AMECI,2023-01-12T00:00:00,pickup,credit,41.97,3.25,0.00,0.00,0.00,45.22,0.00,-18.89,0.00,0.00,,23.08,26.33,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.27 | platform=doordash | tax_not_paid_in_payout=3.25
#2F867,NEXTBITE,AMECI,2023-01-20T00:00:00,pickup,credit,13.99,0.00,1.08,0.00,0.00,13.99,0.00,-6.30,0.00,0.00,,7.69,7.69,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
O-270821407966686,NEXTBITE,AMECI,2023-01-23T00:00:00,pickup,credit,31.97,2.48,0.00,0.00,0.00,34.45,0.00,-14.39,0.00,0.00,,17.58,20.06,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,payout_expected_mismatch,commission_rate=0.30 | platform=grubhub | tax_not_paid_in_payout=2.48
#4955D,NEXTBITE,AMECI,2023-01-24T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,15.39,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#88859,NEXTBITE,AMECI,2023-01-24T00:00:00,pickup,credit,27.98,0.00,2.17,0.00,0.00,27.98,0.00,-12.59,0.00,0.00,,15.39,15.39,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
#79690,NEXTBITE,AMECI,2023-01-24T00:00:00,pickup,credit,48.98,0.00,-3.80,0.00,0.00,48.98,0.00,-22.04,0.00,0.00,,26.94,26.94,,,,,,,,,Firebelly Wings 25431 Trabuco Road,,,,commission_rate=0.24 | platform=ubereats
