Order ID,Store Name,Date (Reportable),Commission Rate,email_date,source_file,source_member,period_dsp,pay_period_ending,pay_period_start,pay_period_end,Transaction Type,source_sheet,Subtotal,Gross Tax,Tax Remitted,Total Commissions,Total Promotions,Total Adjustments,Savings,fulfilled_order_count,delivery_fulfilled_orders,refunds,gross_sales_tax_collected,sales_tax_remitted,total_gross_sales,nextbite_total_commission,nextbite_base_payout,nextbite_true_payout,nextbite_total_commission_reconciled,nextbite_base_payout_reconciled,nextbite_true_payout_reconciled,collapsed_records
O-628519891851226,Firebelly Wings 25431 Trabuco Road,2022-08-24 00:00:00,0.3,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,grubhub,13.99,1.08,0.00,-2.94,0.00,0.00,0.00,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
O-840319893896019,Firebelly Wings 25431 Trabuco Road,2022-08-25 00:00:00,0.3,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,grubhub,13.99,1.08,0.00,-2.94,0.00,0.00,0.00,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
O-204519926527793,Firebelly Wings 25431 Trabuco Road,2022-08-28 00:00:00,0.3,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,grubhub,17.98,1.39,0.00,-3.78,0.00,0.00,0.00,1,17.98,0.00,1.39,0.00,17.98,8.09,9.89,9.89,8.09,9.89,9.89,1
O-190519940300330,Firebelly Wings 25431 Trabuco Road,2022-08-29 00:00:00,0.3,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,grubhub,2022-08-31,2022-08-16,2022-08-31,Adjustments | Fulfilled Orders,grubhub,32.98,2.56,0.00,-6.93,0.00,0.00,0.00,1,32.98,0.00,2.56,0.00,32.98,14.84,18.14,18.14,14.83,18.15,18.15,2
#32A3B,Firebelly Wings 25431 Trabuco Road,2022-08-22 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,ubereats,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.59,15.39,15.39,1
#013D5,Firebelly Wings 25431 Trabuco Road,2022-08-29 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,ubereats,34.97,2.71,2.71,-8.39,0.00,0.00,0.00,1,34.97,0.00,2.71,2.71,34.97,15.74,19.23,19.23,15.74,19.23,19.23,1
#CD41F,Firebelly Wings 25431 Trabuco Road,2022-08-29 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,ubereats,55.98,4.34,4.34,-13.44,0.00,0.00,0.00,1,55.98,0.00,4.34,4.34,55.98,25.19,30.79,30.79,25.18,30.80,30.80,1
#69B00,Firebelly Wings 25431 Trabuco Road,2022-08-30 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,ubereats,18.49,1.43,1.43,-4.44,0.00,0.00,0.00,1,18.49,0.00,1.43,1.43,18.49,8.32,10.17,10.17,8.32,10.17,10.17,1
#F3472,Firebelly Wings 25431 Trabuco Road,2022-08-31 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,ubereats,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,ubereats,34.99,2.71,2.71,-8.40,0.00,0.00,0.00,1,34.99,0.00,2.71,2.71,34.99,15.75,19.24,19.24,15.75,19.24,19.24,1
#F4501,Firebelly Wings 25431 Trabuco Road,2022-08-17 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,postmates,27.98,2.17,2.17,-6.72,0.00,0.00,0.00,1,27.98,0.00,2.17,2.17,27.98,12.59,15.39,15.39,12.58,15.40,15.40,1
#6774B,Firebelly Wings 25431 Trabuco Road,2022-08-20 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,postmates,17.99,1.39,1.39,-4.32,0.00,0.00,0.00,1,17.99,0.00,1.39,1.39,17.99,8.10,9.89,9.89,8.10,9.89,9.89,1
#D89FC,Firebelly Wings 25431 Trabuco Road,2022-08-21 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,postmates,17.98,1.39,1.39,-4.32,0.00,0.00,0.00,1,17.98,0.00,1.39,1.39,17.98,8.09,9.89,9.89,8.09,9.89,9.89,1
#A51BA,Firebelly Wings 25431 Trabuco Road,2022-08-23 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,postmates,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
#5CE8A,Firebelly Wings 25431 Trabuco Road,2022-08-27 00:00:00,0.24,2022-09-09T14:37:31+00:00,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,0014W00002LxZaaQAF/SahaPizzaInc.xlsx,postmates,2022-08-31,2022-08-16,2022-08-31,Fulfilled Orders,postmates,34.99,2.71,2.71,-8.40,0.00,0.00,0.00,1,34.99,0.00,2.71,2.71,34.99,15.75,19.24,19.24,15.74,19.25,19.25,1
O-301618970520434,Firebelly Wings 25431 Trabuco Road,2022-05-25 00:00:00,0.3,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-31,2022-05-16,2022-05-31,Adjustments | Fulfilled Orders,grubhub,33.47,2.59,0.00,-7.03,0.00,0.00,3.01,1,33.47,0.00,2.59,0.00,33.47,15.06,18.41,21.42,15.06,18.41,21.42,2
O-226418990223058,Firebelly Wings 25431 Trabuco Road,2022-05-26 00:00:00,0.3,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-31,2022-05-16,2022-05-31,Adjustments | Fulfilled Orders,grubhub,26.98,2.09,0.00,-5.67,0.00,0.00,2.42,1,26.98,0.00,2.09,0.00,26.98,12.14,14.84,17.26,12.14,14.84,17.26,2
O-932819027526650,Firebelly Wings 25431 Trabuco Road,2022-05-30 00:00:00,0.3,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-31,2022-05-16,2022-05-31,Adjustments | Fulfilled Orders,grubhub,27.98,2.17,0.00,-5.88,0.00,0.00,2.51,1,27.98,0.00,2.17,0.00,27.98,12.59,15.39,17.90,12.59,15.39,17.90,2
O-301619030523022,Firebelly Wings 25431 Trabuco Road,2022-05-30 00:00:00,0.3,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-05-31,2022-05-16,2022-05-31,Adjustments | Fulfilled Orders,grubhub,30.97,2.40,0.00,-6.51,0.00,0.00,2.78,1,30.97,0.00,2.40,0.00,30.97,13.94,17.03,19.81,13.94,17.03,19.81,2
bede41c7,Firebelly Wings 25431 Trabuco Road,2022-05-15 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Adjustments | Fulfilled Orders,doordash,44.97,3.10,0.00,-10.79,0.00,-11.91,1.35,1,44.97,0.00,3.10,0.00,44.97,20.24,24.73,26.08,20.24,24.73,26.08,3
be6db33d,Firebelly Wings 25431 Trabuco Road,2022-05-16 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,27.98,1.78,0.00,-6.20,0.00,0.00,1.35,1,27.98,0.00,1.78,0.00,27.98,12.59,15.39,16.74,12.59,15.39,16.74,2
08bad604,Firebelly Wings 25431 Trabuco Road,2022-05-20 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,18.98,1.47,0.00,-5.12,0.00,0.00,0.00,1,18.98,0.00,1.47,0.00,18.98,8.54,10.44,10.44,8.54,10.44,10.44,1
e14df04b,Firebelly Wings 25431 Trabuco Road,2022-05-23 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,27.98,1.78,0.00,-6.20,0.00,0.00,1.35,1,27.98,0.00,1.78,0.00,27.98,12.59,15.39,16.74,12.59,15.39,16.74,2
7887f1ec,Firebelly Wings 25431 Trabuco Road,2022-05-24 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,78.93,5.73,0.00,-19.96,0.00,0.00,1.35,1,78.93,0.00,5.73,0.00,78.93,35.52,43.41,44.76,35.52,43.41,44.76,2
3b40aa06,Firebelly Wings 25431 Trabuco Road,2022-05-28 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,18.99,1.47,0.00,-5.13,0.00,0.00,0.00,1,18.99,0.00,1.47,0.00,18.99,8.55,10.44,10.44,8.55,10.44,10.44,1
74efe047,Firebelly Wings 25431 Trabuco Road,2022-05-29 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,55.96,3.95,0.00,-13.76,0.00,0.00,1.35,1,55.96,0.00,3.95,0.00,55.96,25.18,30.78,32.13,25.18,30.78,32.13,2
68316020,Firebelly Wings 25431 Trabuco Road,2022-05-30 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,20.49,1.59,0.00,-5.53,0.00,0.00,0.00,1,20.49,0.00,1.59,0.00,20.49,9.22,11.27,11.27,9.22,11.27,11.27,1
d5c6e31a,Firebelly Wings 25431 Trabuco Road,2022-05-30 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,27.98,1.78,0.00,-6.20,0.00,0.00,1.35,1,27.98,0.00,1.78,0.00,27.98,12.59,15.39,16.74,12.59,15.39,16.74,2
5eebff15,Firebelly Wings 25431 Trabuco Road,2022-05-30 00:00:00,0.27,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-05-31,2022-05-15,2022-05-31,Fulfilled Orders,doordash,30.98,2.01,0.00,-7.01,0.00,0.00,1.35,1,30.98,0.00,2.01,0.00,30.98,13.94,17.04,18.39,13.94,17.04,18.39,2
#1A808,Firebelly Wings 25431 Trabuco Road,2022-05-17 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,ubereats,54.99,4.26,4.26,-13.20,0.00,0.00,0.00,1,54.99,0.00,4.26,4.26,54.99,24.75,30.24,30.24,24.74,37.24,37.24,1
#E43CA,Firebelly Wings 25431 Trabuco Road,2022-05-18 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,ubereats,34.99,2.71,2.71,-8.40,0.00,0.00,0.00,1,34.99,0.00,2.71,2.71,34.99,15.75,19.24,19.24,15.75,26.24,26.24,1
#747FB,Firebelly Wings 25431 Trabuco Road,2022-05-19 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,ubereats,18.48,1.43,1.43,-4.44,0.00,0.00,0.00,1,18.48,0.00,1.43,1.43,18.48,8.32,10.16,10.16,8.32,17.16,17.16,1
#D1574,Firebelly Wings 25431 Trabuco Road,2022-05-21 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,ubereats,44.97,3.49,3.49,-10.79,0.00,0.00,0.00,1,44.97,0.00,3.49,3.49,44.97,20.24,24.73,24.73,20.23,31.73,31.73,1
#4CD6E,Firebelly Wings 25431 Trabuco Road,2022-05-29 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,ubereats,41.97,3.25,3.25,-10.07,0.00,0.00,0.00,1,41.97,0.00,3.25,3.25,41.97,18.89,23.08,23.08,18.88,30.08,30.08,1
#8324A,Firebelly Wings 25431 Trabuco Road,2022-05-31 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,ubereats,13.99,1.08,1.08,-3.36,0.00,0.00,0.00,1,13.99,0.00,1.08,1.08,13.99,6.30,7.69,7.69,6.30,14.69,14.69,1
#C252B,Firebelly Wings 25431 Trabuco Road,2022-05-28 00:00:00,0,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-05-31,2022-05-16,2022-05-31,Refunds,ubereats,-41.97,-3.26,-3.26,0.00,0.00,0.00,0.00,0,0.00,-41.97,-3.26,-3.26,-41.97,-18.89,-23.08,-23.08,0.00,-41.97,-41.97,1
#C252B,Firebelly Wings 25431 Trabuco Road,2022-05-28 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,postmates,55.96,4.34,4.34,-13.43,0.00,0.00,0.00,1,55.96,0.00,4.34,4.34,55.96,25.18,30.78,30.78,25.17,30.79,30.79,1
#EDD7B,Firebelly Wings 25431 Trabuco Road,2022-05-31 00:00:00,0.24,2022-06-09T02:36:35+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,postmates,2022-05-31,2022-05-16,2022-05-31,Fulfilled Orders,postmates,16.99,1.32,1.32,-4.08,0.00,0.00,0.00,1,16.99,0.00,1.32,1.32,16.99,7.65,9.34,9.34,7.65,9.34,9.34,1
O-051419098110808,Firebelly Wings 25431 Trabuco Road,2022-06-05 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-15,2022-06-01,2022-06-15,Adjustments | Fulfilled Orders,grubhub,27.98,2.17,0.00,-5.88,0.00,0.00,2.51,1,27.98,0.00,2.17,0.00,27.98,12.59,15.39,17.90,12.59,15.39,17.90,2
O-542819112552711,Firebelly Wings 25431 Trabuco Road,2022-06-07 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-15,2022-06-01,2022-06-15,Adjustments | Fulfilled Orders,grubhub,49.97,3.87,0.00,-10.50,0.00,0.00,4.49,1,49.97,0.00,3.87,0.00,49.97,22.49,27.48,31.97,22.49,27.48,31.97,2
O-001719108327998,Firebelly Wings 25431 Trabuco Road,2022-06-07 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-15,2022-06-01,2022-06-15,Adjustments | Fulfilled Orders,grubhub,67.95,5.27,0.00,-14.27,0.00,0.00,6.12,1,67.95,0.00,5.27,0.00,67.95,30.58,37.37,43.49,30.57,37.38,43.50,2
O-190019122585693,Firebelly Wings 25431 Trabuco Road,2022-06-09 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,grubhub,41.97,3.25,0.00,-8.82,0.00,0.00,3.77,1,41.97,0.00,3.25,0.00,41.97,18.89,23.08,26.85,18.89,23.08,26.85,1
O-997919156212118,Firebelly Wings 25431 Trabuco Road,2022-06-12 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,grubhub,13.99,1.08,0.00,-2.94,0.00,0.00,1.26,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,8.95,6.30,7.69,8.95,1
O-976219178678031,Firebelly Wings 25431 Trabuco Road,2022-06-13 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-15,2022-06-01,2022-06-15,Adjustments | Fulfilled Orders,grubhub,55.96,4.34,0.00,-11.76,0.00,0.00,5.03,1,55.96,0.00,4.34,0.00,55.96,25.18,30.78,35.81,25.18,30.78,35.81,2
O-776619201107683,Firebelly Wings 25431 Trabuco Road,2022-06-17 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,grubhub,13.99,1.08,0.00,-2.94,0.00,0.00,1.26,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,8.95,6.30,7.69,8.95,1
O-715819233324967,Firebelly Wings 25431 Trabuco Road,2022-06-19 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,grubhub,13.99,1.08,0.00,-2.94,0.00,0.00,1.26,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,8.95,6.30,7.69,8.95,1
O-516319242620374,Firebelly Wings 25431 Trabuco Road,2022-06-20 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-30,2022-06-16,2022-06-30,Adjustments | Fulfilled Orders,grubhub,27.98,2.17,0.00,-5.88,0.00,0.00,2.51,1,27.98,0.00,2.17,0.00,27.98,12.59,15.39,17.90,12.59,15.39,17.90,2
O-273519297972263,Firebelly Wings 25431 Trabuco Road,2022-06-26 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-30,2022-06-16,2022-06-30,Adjustments | Fulfilled Orders,grubhub,63.96,4.96,0.00,-13.44,0.00,0.00,5.75,1,63.96,0.00,4.96,0.00,63.96,28.78,35.18,40.93,28.77,35.19,40.94,2
O-348419301931684,Firebelly Wings 25431 Trabuco Road,2022-06-27 00:00:00,0.3,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,grubhub,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,grubhub,41.97,3.25,0.00,-8.82,0.00,0.00,3.77,1,41.97,0.00,3.25,0.00,41.97,18.89,23.08,26.85,18.89,23.08,26.85,1
ff6b079a,Firebelly Wings 25431 Trabuco Road,2022-06-06 00:00:00,0.27,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-06-15,2022-06-01,2022-06-14,Fulfilled Orders,doordash,13.99,1.08,0.00,-3.78,0.00,0.00,0.00,1,13.99,0.00,1.08,0.00,13.99,6.30,7.69,7.69,6.30,7.69,7.69,1
a62d511f,Firebelly Wings 25431 Trabuco Road,2022-06-27 00:00:00,0.27,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,doordash,2022-06-30,2022-06-15,2022-06-30,Fulfilled Orders,doordash,17.99,1.39,0.00,-4.86,0.00,0.00,0.00,1,17.99,0.00,1.39,0.00,17.99,8.10,9.89,9.89,8.09,9.90,9.90,1
#35291,Firebelly Wings 25431 Trabuco Road,2022-06-13 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,ubereats,20.99,1.63,1.63,-5.04,0.00,0.00,0.00,1,20.99,0.00,1.63,1.63,20.99,9.45,11.54,11.54,9.44,14.00,14.00,1
#390CA,Firebelly Wings 25431 Trabuco Road,2022-06-15 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-15,2022-06-01,2022-06-15,Fulfilled Orders,ubereats,19.48,1.51,1.51,-4.68,0.00,0.00,0.00,1,19.48,0.00,1.51,1.51,19.48,8.77,10.71,10.71,8.77,13.16,13.16,1
#BAECD,Firebelly Wings 25431 Trabuco Road,2022-06-16 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,39.99,3.10,2.71,-8.40,-5.39,0.00,1.20,1,39.99,0.00,3.10,2.71,39.99,18.00,21.99,23.19,18.00,23.89,25.09,1
#7B6E4,Firebelly Wings 25431 Trabuco Road,2022-06-17 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,26.96,2.09,1.70,-5.27,-5.39,0.00,1.20,1,26.96,0.00,2.09,1.70,26.96,12.13,14.83,16.03,12.13,16.73,17.93,1
#AC7C3,Firebelly Wings 25431 Trabuco Road,2022-06-18 00:00:00,0.24,2022-07-10T00:50:24+00:00,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,0014W00002LxZaaQAF/AmeciPizzaPastaLakeForest.xlsx,ubereats,2022-06-30,2022-06-16,2022-06-30,Fulfilled Orders,ubereats,27.98,2.17,1.78,-5.52,-5.39,0.00,1.20,1,27.98,0.00,2.17,1.78,27.98,12.59,15.39,16.59,12.59,17.29,18.49,1
