Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Discounts,Adjustments,Taxes,Tip,Other,You earned,Notes
Delivery,11/15/21,#2AFDD,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$59.71,-$20.88,-$3.00,$0.00,$0.00,,,$35.83,
Delivery,11/15/21,#30561,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$49.99,-$20.00,$0.00,$0.00,$0.00,,,$29.99,
Delivery,11/15/21,#e2f2d180,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$52.00,-$20.80,$0.00,$0.00,$4.03,,,$35.23,
Delivery,11/15/21,#87798,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.95,-$5.18,$0.00,$0.00,$0.00,,,$7.77,
Delivery,11/15/21,#B5985,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.00,-$5.00,-$3.00,$0.00,$0.00,,,$12.00,
Delivery,11/15/21,#BB5C4,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.50,-$9.40,$0.00,$0.00,$0.00,,,$14.10,
Delivery,11/15/21,#CD255,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$14.95,-$5.98,$0.00,$0.00,$0.00,,,$8.97,
Delivery,11/15/21,#c584a696,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.94,-$7.97,$0.00,$0.00,$1.55,,,$13.52,
Delivery,11/14/21,#b1e15e3a,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.90,-$8.36,$0.00,$0.00,$1.62,,,$14.16,
Delivery,11/14/21,#b6888cb5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.90,-$11.96,$0.00,$0.00,$2.32,,,$20.26,
Delivery,11/14/21,#31cd4386,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,11/14/21,#4f4733d0,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.98,-$10.79,$0.00,$0.00,$2.09,,,$18.28,
Delivery,11/14/21,#9f64c7de,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$0.00,$1.16,,,$10.13,
Delivery,11/14/21,#1bad9e6a,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.97,-$7.25,-$5.94,$0.00,$2.17,,,$21.95,
Delivery,11/14/21,#C2CB3,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.95,-$3.38,-$3.00,$0.00,$0.00,,,$9.57,
Delivery,11/14/21,#5A4A3,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.99,-$3.40,-$3.00,$0.00,$0.00,,,$9.59,
Delivery,11/14/21,#85CA0,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$34.47,-$10.79,-$3.00,$0.00,$0.00,,,$20.68,
Delivery,11/14/21,#aaca858f,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.97,-$14.79,$0.00,$0.00,$2.87,,,$25.05,
Delivery,11/14/21,#DFE1A,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.20,-$3.00,$0.00,$0.00,,,$9.29,
Delivery,11/14/21,#06A93,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.00,-$3.00,-$3.00,$0.00,$0.00,,,$9.00,
Delivery,11/14/21,#082DE,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.99,-$8.40,$0.00,$0.00,$0.00,,,$12.59,
Delivery,11/14/21,#c9fa2a20,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/14/21,#04b727a9,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$0.00,$1.24,,,$10.83,
Delivery,11/14/21,#B796D,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$42.00,-$13.80,-$3.00,$0.00,$0.00,,,$25.20,
Delivery,11/14/21,#458b7585,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.99,-$6.00,$0.00,$0.00,$1.16,,,$10.15,
Delivery,11/14/21,#9452C,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,$0.00,,,$9.27,
Delivery,11/14/21,#401529a6,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.98,-$8.79,$0.00,$0.00,$1.70,,,$14.89,
Delivery,11/14/21,#5538D,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,$0.00,,,$15.59,
Delivery,11/14/21,#f95c1b6d,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/14/21,#47849,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,11/14/21,#6BFA2,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$42.96,-$14.18,-$3.00,$0.00,$0.00,,,$25.78,
Delivery,11/14/21,#35CF2,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,$0.00,,,$9.27,
Delivery,11/14/21,#57AD6,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.99,-$10.40,$0.00,$0.00,$0.00,,,$15.59,
Delivery,11/14/21,#611DF,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.49,-$3.60,-$3.00,$0.00,$0.00,,,$9.89,
Delivery,11/14/21,#aee987c0,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/13/21,#c300f10d,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$0.00,$1.01,,,$8.81,
Delivery,11/13/21,#22D3F,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$46.10,-$15.44,-$3.00,$0.00,$0.00,,,$27.66,
Delivery,11/13/21,#C8248,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$55.00,-$19.00,-$3.00,$0.00,$0.00,,,$33.00,
Delivery,11/13/21,#41988,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,$0.00,,,$7.79,
Delivery,11/13/21,#7d4889a9,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$3.55,$0.00,-$10.10,$1.47,,,$6.80,
Delivery,11/13/21,#568217050256518,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$79.99,-$28.91,-$3.00,$0.00,$5.97,,,$54.05,
Delivery,11/13/21,#36528,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$45.00,-$15.00,-$3.00,$0.00,$0.00,,,$27.00,
Delivery,11/13/21,#f611fa00,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.00,-$7.20,$0.00,$0.00,$1.40,,,$12.20,
Delivery,11/13/21,#A3256,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.00,-$7.20,$0.00,$0.00,$0.00,,,$10.80,
Delivery,11/13/21,#246917054153073,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$60.97,-$19.24,-$5.00,$0.00,$4.34,,,$41.07,
Delivery,11/13/21,#11a89b7e,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$39.00,-$15.60,$0.00,$0.00,$3.02,,,$26.42,
Delivery,11/13/21,#385b24e4,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$63.00,-$16.90,-$8.00,$0.00,$4.26,,,$42.36,
Delivery,11/13/21,#5B912,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$35.96,-$11.38,-$3.00,$0.00,$0.00,,,$21.58,
Delivery,11/13/21,#B16C6,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$44.98,-$14.99,-$3.00,$0.00,$0.00,,,$26.99,
Delivery,11/13/21,#3818252f,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.49,-$9.00,$0.00,$0.00,$1.74,,,$15.23,
Delivery,11/13/21,#54962e84,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.74,-$7.63,-$4.76,$0.00,$2.09,,,$21.44,
Delivery,11/13/21,#69B35,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.49,-$8.00,-$3.00,$0.00,$0.00,,,$16.49,
Delivery,11/13/21,#afee9063,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,11/13/21,#162f4091,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$1.01,,,$8.80,
Delivery,11/13/21,#25AB3,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$4.19,-$3.00,$0.00,$0.00,,,$10.79,
Delivery,11/13/21,#8F2B7,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$67.49,-$24.00,-$3.00,$0.00,$0.00,,,$40.49,
Delivery,11/13/21,#d2a726bf,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$48.98,-$11.94,-$7.35,$0.00,$3.23,,,$32.92,
Delivery,11/12/21,#61388,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.20,-$3.00,$0.00,$0.00,,,$9.29,
Delivery,11/12/21,#72C2E,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.94,-$6.98,-$3.00,$0.00,$0.00,,,$14.96,
Delivery,11/12/21,#824617049715351,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.49,-$1.84,-$5.00,$0.00,$0.97,,,$11.62,
Delivery,11/12/21,#bcc735c8,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$11.16,$0.00,$0.00,$2.16,,,$18.90,
Delivery,11/12/21,#811116e8,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.99,-$10.80,$0.00,$0.00,$2.09,,,$18.28,
Delivery,11/12/21,#FDCE5,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.00,-$6.00,$0.00,$0.00,$0.00,,,$9.00,
Delivery,11/12/21,#70712,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,$0.00,,,$10.79,
Delivery,11/12/21,#53C54,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$46.96,-$15.78,-$3.00,$0.00,$0.00,,,$28.18,
Delivery,11/12/21,#4bbbf06e,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.00,-$14.40,$0.00,$0.00,$2.79,,,$24.39,
Delivery,11/12/21,#0ED34,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.98,-$6.19,-$3.00,$0.00,$0.00,,,$13.79,
Delivery,11/12/21,#df0ebafd,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$43.10,-$10.47,-$6.47,$0.00,$2.84,,,$29.00,
Delivery,11/12/21,#112417034802282,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$85.70,-$34.28,$0.00,$0.00,$6.64,,,$58.06,
Delivery,11/12/21,#889a1813,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/12/21,#9D6DA,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.48,-$8.19,$0.00,$0.00,$0.00,,,$12.29,
Delivery,11/12/21,#7ddfdc75,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.99,-$7.20,$0.00,$0.00,$1.39,,,$12.18,
Delivery,11/12/21,#09c124c3,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.90,-$12.36,$0.00,$0.00,$2.39,,,$20.93,
Delivery,11/12/21,#82b77dd2,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.48,-$8.19,$0.00,$0.00,$1.59,,,$13.88,
Delivery,11/12/21,#210517034112766,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,11/12/21,#996217038501032,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$14.95,-$0.83,-$5.00,$0.00,$0.77,,,$9.89,
Delivery,11/12/21,#7e05e79b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$1.00,,,$8.77,
Delivery,11/11/21,#540c95ad,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,11/11/21,#17c84d68,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.00,-$6.00,$0.00,$0.00,$1.16,,,$10.16,
Delivery,11/11/21,#a58ec5de,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.59,$0.00,$0.00,$1.47,,,$12.86,
Delivery,11/11/21,#750b07ea,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$0.00,$1.24,,,$10.81,
Delivery,11/11/21,#cfd69570,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$0.00,$1.20,,,$10.49,
Delivery,11/11/21,#356343c9,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.95,-$7.98,$0.00,$0.00,$1.55,,,$13.52,
Delivery,11/11/21,#025aaf9c,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.00,-$8.00,$0.00,$0.00,$1.55,,,$13.55,
Delivery,11/11/21,#3CF6E,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$46.96,-$18.78,$0.00,$0.00,$0.00,,,$28.18,
Delivery,11/11/21,#86b91b53,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$11.99,-$4.80,$0.00,$0.00,$0.93,,,$8.12,
Delivery,11/11/21,#96A7E,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,$0.00,,,$10.79,
Delivery,11/11/21,#f3b464f5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.45,-$6.58,$0.00,$0.00,$1.27,,,$11.14,
Delivery,11/11/21,#c53406a7,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.97,-$7.99,-$6.39,$0.00,$2.37,,,$23.96,
Delivery,11/11/21,#74db16ab,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.45,-$7.38,$0.00,$0.00,$1.43,,,$12.50,
Delivery,11/11/21,#193917036895501,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$48.96,-$16.49,-$3.00,$0.00,$3.56,,,$33.03,
Delivery,11/11/21,#9955e0ee,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.59,$0.00,$0.00,$1.47,,,$12.86,
Delivery,11/11/21,#B7D96,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.99,-$10.40,$0.00,$0.00,$0.00,,,$15.59,
Delivery,11/11/21,#3E869,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.49,-$4.40,-$3.00,$0.00,$1.20,,,$12.29,
Delivery,11/11/21,#E6D69,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,$0.00,,,$15.59,
Delivery,11/11/21,#1edba818,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,11/11/21,#2fb327e6,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$0.00,$1.39,,,$12.18,
Delivery,11/11/21,#43C17,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,11/11/21,#E240E,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,$0.00,,,$7.80,
Delivery,11/10/21,#3d18c1f8,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.99,-$8.00,$0.00,$0.00,$1.55,,,$13.54,
Delivery,11/10/21,#94b7ec02,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.99,-$8.80,$0.00,$0.00,$1.70,,,$14.89,
Delivery,11/10/21,#fe03fe2b,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$67.00,-$18.50,-$8.00,$0.00,$4.57,,,$45.07,
Delivery,11/10/21,#C62A7,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.50,-$6.20,$0.00,$0.00,$0.00,,,$9.30,
Delivery,11/10/21,#76DD6,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,$0.00,,,$15.59,
Delivery,11/10/21,#E768D,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.99,-$3.80,-$3.00,$0.00,$0.00,,,$10.19,
Delivery,11/10/21,#739017022560894,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$27.90,-$11.16,$0.00,$0.00,$2.16,,,$18.90,
Delivery,11/10/21,#A56DB,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.98,-$9.99,$0.00,$0.00,$0.00,,,$14.99,
Delivery,11/10/21,#88403,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.99,-$6.60,-$3.00,$0.00,$0.00,,,$14.39,
Delivery,11/10/21,#7134E,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.00,-$4.20,-$3.00,$0.00,$0.00,,,$10.80,
Delivery,11/10/21,#739017022565429,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.00,-$0.04,-$5.00,$0.00,$0.62,,,$8.58,
Delivery,11/10/21,#8648ed73,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.98,-$9.59,$0.00,$0.00,$1.86,,,$16.25,
Delivery,11/10/21,#DD22C,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.49,-$4.40,-$3.00,$0.00,$0.00,,,$11.09,
Delivery,11/10/21,#5d2d3627,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$0.00,$1.16,,,$10.13,
Delivery,11/10/21,#9316a8c5,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.48,-$8.19,$0.00,$0.00,$1.59,,,$13.88,
Delivery,11/10/21,#70089,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$4.59,-$3.00,$0.00,$0.00,,,$11.39,
Delivery,11/10/21,#7bf5d207,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.99,-$8.00,$0.00,$0.00,$1.55,,,$13.54,
Delivery,11/9/21,#824617019752217,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$9.99,-$4.00,$0.00,$0.00,$0.77,,,$6.76,
Delivery,11/9/21,#5fdf7d5b,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$58.00,-$14.90,-$8.00,$0.00,$3.88,,,$38.98,
Delivery,11/9/21,#5829a8bd,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$1.08,,,$9.45,
Delivery,11/9/21,#A2511,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$21.48,-$5.59,-$3.00,$0.00,$0.00,,,$12.89,
Delivery,11/9/21,#D6E81,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,$0.00,,,$9.27,
Delivery,11/9/21,#9324a54a,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.00,-$7.60,$0.00,$0.00,$1.47,,,$12.87,
Delivery,11/9/21,#40976f6a,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.95,-$6.38,$0.00,$0.00,$1.24,,,$10.81,
Delivery,11/9/21,#aa3d0ad4,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$1.20,,,$10.47,
Delivery,11/9/21,#1FA0F,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.98,-$6.99,-$3.00,$0.00,$0.00,,,$14.99,
Delivery,11/9/21,#F273C,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.19,-$3.00,$0.00,$0.00,,,$9.30,
Delivery,11/9/21,#9d0a2398,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$0.00,$1.08,,,$9.47,
Delivery,11/9/21,#12B35,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$4.19,-$3.00,$0.00,$0.00,,,$10.79,
Delivery,11/9/21,#ddaf6a74,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.99,-$6.40,$0.00,$0.00,$1.24,,,$10.83,
Delivery,11/9/21,#5FB19,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,$0.00,,,$15.59,
Delivery,11/8/21,#060C8,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,$0.00,,,$15.59,
Delivery,11/8/21,#0c953d64,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.98,-$9.44,-$5.85,$0.00,$2.57,,,$26.26,
Delivery,11/8/21,#ebbdd71b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.95,-$6.78,$0.00,$0.00,$1.31,,,$11.48,
Delivery,11/8/21,#E08DA,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$21.49,-$8.60,$0.00,$0.00,$0.00,,,$12.89,
Delivery,11/8/21,#b691681d,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.99,-$6.80,$0.00,$0.00,$1.32,,,$11.51,
Delivery,11/8/21,#C9D81,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.50,-$6.80,-$3.00,$0.00,$0.00,,,$14.70,
Delivery,11/8/21,#77188,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.20,-$3.00,$0.00,$0.00,,,$9.29,
Delivery,11/8/21,#45e7db41,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.73,-$14.29,$0.00,$0.00,$2.77,,,$24.21,
