Store Name,Store ID,Order ID,Dining Mode,Order Channel,Order Status,Order Date / Refund date,Order Accept Time,Food Sales (excluding tax),Tax on Food Sales,Food sales (including tax),Adjustments (excluding tax),Tax on Adjustments,Promo Spend on food,Tax on Promotion on Food,Promo Spend on Delivery,Tax on Promo Spend on Delivery,Bag Fee,Marketing Service Fee Adjustment,Total Sales after Adjustments (including tax),Uber Service Fee,Delivery Network Fee,Order Processing Fee,Dispatch Fee,Tax on Dispatch Fee,Gratuity,Misc Payment Description,Miscellaneous Payments,Marketplace Facilitator Tax,Backup Withholding Tax,Payout,Payout Date
Ameci Pizza & Pasta - Lake Forest,,#B66A0,Delivery - Partner Using Uber App,iOS,Completed,2020-11-27,19:27,25.96,2.01,27.97,0,0,0,0,0,0,0,0,27.97,-4.93,0,0,0,0,0,,0,0,0,23.04,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#6297F,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-27,19:31,23.98,1.86,25.84,0,0,0,0,0,0,0,0,25.84,-4.56,0,0,0,0,0,,0,0,0,21.28,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#ADFEF,Delivery - Partner Using Uber App,iOS,Completed,2020-11-27,21:45,46.74,3.62,50.36,0,0,0,0,0,0,0,0,50.36,-8.88,0,0,0,0,0,,0,0,0,41.48,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#1B5A2,Delivery - Partner Using Uber App,iOS,Completed,2020-11-27,22:17,20.99,1.63,22.62,0,0,0,0,0,0,0,0,22.62,-3.99,0,0,0,0,0,,0,0,0,18.63,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#1A6D4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,12:14,15.48,1.2,16.68,0,0,0,0,0,0,0,0,16.68,-2.94,0,0,0,0,0,,0,0,0,13.74,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#BE32C,Delivery - Partner Using Uber App,Android,Completed,2020-11-28,12:36,42.73,3.31,46.04,0,0,0,0,0,0,0,0,46.04,-8.12,0,0,0,0,0,,0,0,0,37.92,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#ACC96,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,12:59,34.96,2.71,37.67,0,0,0,0,0,0,0,0,37.67,-6.64,0,0,0,0,0,,0,0,0,31.03,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#C2E10,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,13:31,26.95,2.09,29.04,0,0,0,0,0,0,0,0,29.04,-5.12,0,0,0,0,0,,0,0,0,23.92,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#43567,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-28,14:07,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#08DFB,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-28,16:34,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#5BBD2,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,16:42,45.95,3.56,49.51,0,0,0,0,0,0,0,0,49.51,-8.73,0,0,0,0,0,,0,0,0,40.78,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#5357C,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,16:52,41.98,3.25,45.23,0,0,0,0,0,0,0,0,45.23,-7.98,0,0,0,0,0,,0,0,0,37.25,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#FF8F9,Delivery - Partner Using Uber App,Android,Completed,2020-11-28,17:00,16.49,1.28,17.77,0,0,0,0,0,0,0,0,17.77,-3.13,0,0,0,0,0,,0,0,0,14.64,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#D92B3,Delivery - Partner Using Uber App,Android,Completed,2020-11-28,17:32,26.74,2.07,28.81,0,0,0,0,0,0,0,0,28.81,-5.08,0,0,0,0,0,,0,0,0,23.73,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#DAA7E,Delivery - Partner Using Uber App,Android,Completed,2020-11-28,18:49,19.22,1.49,20.71,0,0,0,0,0,0,0,0,20.71,-3.65,0,0,0,0,0,,0,0,0,17.06,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#0D3C2,Delivery - Partner Using Uber App,Android,Completed,2020-11-28,20:01,15.98,1.24,17.22,0,0,0,0,0,0,0,0,17.22,-3.04,0,0,0,0,0,,0,0,0,14.18,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#CB627,Delivery - Partner Using Uber App,iOS,Completed,2020-11-28,22:23,29.47,2.28,31.75,0,0,0,0,0,0,0,0,31.75,-5.6,0,0,0,0,0,,0,0,0,26.15,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#0CA72,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,16:57,35.98,2.79,38.77,0,0,0,0,0,0,0,0,38.77,-6.84,0,0,0,0,0,,0,0,0,31.93,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#3D107,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,18:02,53.95,4.18,58.13,0,0,0,0,0,0,0,0,58.13,-10.25,0,0,0,0,0,,0,0,0,47.88,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#55939,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,18:18,32.8,2.54,35.34,0,0,0,0,0,0,0,0,35.34,-6.23,0,0,0,0,0,,0,0,0,29.11,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#6B263,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,18:27,51.45,3.99,55.44,0,0,0,0,0,0,0,0,55.44,-9.78,0,0,0,0,0,,0,0,0,45.66,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#96A4B,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,19:02,65.7,5.09,70.79,0,0,0,0,0,0,0,0,70.79,-12.48,0,0,0,0,0,,0,0,0,58.31,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#4CA1D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,19:14,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-2.09,0,0,0,0,0,,0,0,0,9.75,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#95527,Pickup,iOS,Completed,2020-11-29,19:30,15.48,1.2,16.68,0,0,0,0,0,0,0,0,16.68,0,0,0,0,0,0,,0,0,0,16.68,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#7F9A4,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,20:46,19.73,1.53,21.26,0,0,0,0,0,0,0,0,21.26,-3.75,0,0,0,0,0,,0,0,0,17.51,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#0AC7D,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,20:53,33.39,2.59,35.98,0,0,0,0,0,0,0,0,35.98,-6.34,0,0,0,0,0,,0,0,0,29.64,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#DF253,Delivery - Partner Using Uber App,iOS,Completed,2020-11-29,21:13,25.76,2,27.76,0,0,0,0,0,0,0,0,27.76,-4.89,0,0,0,0,0,,0,0,0,22.87,2020-11-30
Ameci Pizza & Pasta - Lake Forest,,#AB494,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-30,11:54,23.97,1.86,25.83,0,0,0,0,0,0,0,0,25.83,-4.55,0,0,0,0,0,,0,0,0,21.28,
Ameci Pizza & Pasta - Lake Forest,,#B8F6E,Delivery - Partner Using Uber App,Uber Eats Web,Completed,2020-11-30,12:03,141.78,10.99,152.77,0,0,0,0,0,0,0,0,152.77,-26.94,0,0,0,0,0,,0,0,0,125.83,
Ameci Pizza & Pasta - Lake Forest,,#C7E1F,Delivery - Partner Using Uber App,Android,Completed,2020-11-30,12:37,25.96,2.01,27.97,0,0,0,0,0,0,0,0,27.97,-4.93,0,0,0,0,0,,0,0,0,23.04,
Ameci Pizza & Pasta - Lake Forest,,#2DB33,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,17:38,17.49,1.36,18.85,0,0,0,0,0,0,0,0,18.85,-3.32,0,0,0,0,0,,0,0,0,15.53,
Ameci Pizza & Pasta - Lake Forest,,#EB7A5,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,17:38,18.97,1.47,20.44,0,0,0,0,0,0,0,0,20.44,-3.6,0,0,0,0,0,,0,0,0,16.84,
Ameci Pizza & Pasta - Lake Forest,,#246BB,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,18:37,28.98,2.25,31.23,0,0,0,0,0,0,0,0,31.23,-5.51,0,0,0,0,0,,0,0,0,25.72,
Ameci Pizza & Pasta - Lake Forest,,#12119,Delivery - Partner Using Uber App,Android,Completed,2020-11-30,18:48,24.47,1.9,26.37,0,0,0,0,0,0,0,0,26.37,-4.65,0,0,0,0,0,,0,0,0,21.72,
Ameci Pizza & Pasta - Lake Forest,,#9FBBA,Delivery - Partner Using Uber App,Android,Completed,2020-11-30,19:51,10.99,0.85,11.84,0,0,0,0,0,0,0,0,11.84,-2.09,0,0,0,0,0,,0,0,0,9.75,
Ameci Pizza & Pasta - Lake Forest,,#DDC65,Delivery - Partner Using Uber App,iOS,Completed,2020-11-30,21:49,24.99,1.94,26.93,0,0,0,0,0,0,0,0,26.93,-4.75,0,0,0,0,0,,0,0,0,22.18,
Ameci Pizza & Pasta - Lake Forest,,#4D25C,Delivery - Partner Using Uber App,Android,Completed,2020-11-30,22:17,19.98,1.55,21.53,0,0,0,0,0,0,0,0,21.53,-3.8,0,0,0,0,0,,0,0,0,17.73,
